ID,mondo_id,prob,log2(prob/prior),related_words,top1_score,top2_score,top_gap,species
GSE75470,MONDO_0005283,0.0091756539764853,0.0974506804906928,eye,0.0974506804906928,0.064356395671275,0.0330942848194178,mouse
GSE75477,MONDO_0043424,0.0110075830873955,0.6829831202970509,"chronic,liver",0.6829831202970509,0.6253972125516121,0.057585907745438814,mouse
GSE75484,MONDO_0005574,0.2640691821299902,3.2002054633439188,"alzheimers,brain,brains,disease",3.2002054633439188,3.058252028131819,0.1419534352120997,mouse
GSE75510,MONDO_0015131,0.0031360388050536,0.0304113779234837,mice,0.0304113779234837,0.0008938698145071,0.0295175081089766,mouse
GSE75522,MONDO_0024237,0.0425391150462622,0.8651768933371313,"derived,embryonic,fibroblasts,induced,mouse,neural,pluripotent,stem",0.8651768933371313,0.5858284249446771,0.2793484683924542,mouse
GSE75544,MONDO_0004985,0.0109698420043791,0.1390046863708597,"disorder,disorders",0.1390046863708597,0.1144723436174306,0.024532342753429096,mouse
GSE75549,MONDO_0015610,0.0011535056956565,0.1749145950830808,ihh,0.1749145950830808,0.1727217061807441,0.0021928889023367093,mouse
GSE75576,MONDO_0010643,0.4536113950431794,2.9196386944008736,"apoptosis,cells,leukemia,mll",2.9196386944008736,2.9157070724501257,0.003931621950747921,mouse
GSE75579,MONDO_0019004,0.0021110363044622,0.0389572579726721,ff,0.0389572579726721,0.0337863300394042,0.005170927933267899,mouse
GSE75580,MONDO_0010643,0.4411033117726377,2.879298404256324,"aml,cells,hoxa9,leukemia",2.879298404256324,2.7651890683089584,0.1141093359473655,mouse
GSE75589,MONDO_0100342,0.5986207934367098,3.8467304571481216,"cells,glioblastoma,glioblastomas,glioma,mesenchymal,mutant,neurosphere,recurrence,stem,tumor",3.8467304571481216,3.8039513707904735,0.042779086357648044,mouse
GSE75596,MONDO_0017276,0.0039206721777196,0.059612710342796,neurons,0.059612710342796,0.0587343305657944,0.0008783797770016005,mouse
GSE75599,MONDO_0001516,0.0032251740206416,0.0688747504040913,spinal,0.0688747504040913,0.0190993818448191,0.0497753685592722,mouse
GSE75615,MONDO_0015756,0.1858342683894062,1.830380215132518,"acute,bone,chronic,cml,essential,hematopoiesis,inhibitors,leukemia,leukemogenesis,marrow,myeloid,site,sites",1.830380215132518,1.8116112264091384,0.01876898872337951,mouse
GSE75616,MONDO_0019755,0.0256527851977625,0.1822377098635977,"differentiation,neural,pluripotency,pluripotent",0.1822377098635977,0.1365002587859256,0.0457374510776721,mouse
GSE75631,MONDO_0005336,0.0287671719236915,1.2979233545284927,"muscle,skeletal",1.2979233545284927,1.2398671437731303,0.05805621075536238,mouse
GSE75639,MONDO_0003916,0.0111319966929502,0.110769037604466,"adipocytes,obesity",0.110769037604466,0.0871345518336702,0.0236344857707958,mouse
GSE75648,MONDO_0002051,0.0507661480030811,0.5579916018064037,"skin,tissues",0.5579916018064037,0.5566363325286197,0.0013552692777840658,mouse
GSE75667,MONDO_0019824,0.0015628741320687,0.1980535620322406,fw,0.1980535620322406,0.1980168457266023,3.671630563828465e-05,mouse
GSE75668,MONDO_0001657,0.0119187044210727,0.5292277186016424,brain,0.5292277186016424,0.4593220927852396,0.0699056258164028,mouse
GSE75691,MONDO_0021178,0.0033342364594328,0.48237857092439,"burn,burns,injury",0.48237857092439,0.1391579502965019,0.3432206206278881,mouse
GSE75706,MONDO_0005574,0.0409221911505073,0.5102448203455264,"microglia,using",0.5102448203455264,0.4365088081999365,0.07373601214558995,mouse
