ID,child,parent,child_score,parent_score,delta,child_gt_parent
GSE51372,MONDO_0004970,MONDO_0004993,1.4101038202508942,1.3872512330579052,0.022852587192988993,True
GSE94566,MONDO_0004970,MONDO_0004993,1.4045598317570942,1.3590187065113113,0.04554112524578291,True
GSE93946,MONDO_0004970,MONDO_0004993,1.3705994585248384,1.32794886117116,0.04265059735367838,True
GSE64867,MONDO_0004970,MONDO_0004993,1.3590952910214158,2.053230651330712,-0.6941353603092963,False
GSE67647,MONDO_0004970,MONDO_0004993,1.349320591339486,1.4310994862595277,-0.08177889492004176,False
GSE93313,MONDO_0004970,MONDO_0004993,1.3468439655920592,0.7901773949020546,0.5566665706900046,True
GSE72942,MONDO_0004970,MONDO_0004993,1.2136787461620264,1.1020803879032035,0.11159835825882292,True
GSE78696,MONDO_0004970,MONDO_0004993,1.2023792519238548,0.6355992605750166,0.5667799913488382,True
GSE65315,MONDO_0004970,MONDO_0004993,1.1841712556989266,0.9167422154074788,0.26742904029144776,True
GSE104264,MONDO_0004970,MONDO_0004993,1.1800019993019948,1.4451637167644578,-0.265161717462463,False
GSE108811,MONDO_0004970,MONDO_0004993,1.1776486464446017,0.9533369738185417,0.22431167262606,True
GSE86895,MONDO_0004970,MONDO_0004993,1.158829109101143,1.0588512132484789,0.09997789585266403,True
GSE84448,MONDO_0004970,MONDO_0004993,1.143112199181824,0.9905890800537692,0.15252311912805483,True
GSE83991,MONDO_0004970,MONDO_0004993,1.1398136070967595,1.1833343440428554,-0.04352073694609593,False
GSE67186,MONDO_0004970,MONDO_0004993,1.1389100030134478,0.6168374770942037,0.5220725259192441,True
GSE76062,MONDO_0004970,MONDO_0004993,1.090157778176804,1.1679298458120355,-0.07777206763523159,False
GSE77729,MONDO_0004970,MONDO_0004993,1.087698170575071,0.8280245956888328,0.2596735748862382,True
GSE69751,MONDO_0004970,MONDO_0004993,1.0676183573098983,0.5334887830414388,0.5341295742684595,True
GSE90697,MONDO_0004970,MONDO_0004993,1.047101919081968,0.7653452729535992,0.2817566461283687,True
GSE66001,MONDO_0004970,MONDO_0004993,1.0435650199552673,0.3655916110419955,0.6779734089132718,True
GSE98048,MONDO_0004970,MONDO_0004993,1.037851387889421,1.348422494012735,-0.31057110612331384,False
GSE40171,MONDO_0004970,MONDO_0004993,1.012945601672255,0.9421101818089018,0.07083541986335307,True
GSE89823,MONDO_0004986,MONDO_0001187,1.8176450858250528,2.8270163999397973,-1.0093713141147445,False
GSE89823,MONDO_0004986,MONDO_0004993,1.8176450858250528,0.0302125882096123,1.7874324976154405,True
GSE68220,MONDO_0004986,MONDO_0001187,1.5658551084459875,2.417962469961965,-0.8521073615159775,False
GSE68220,MONDO_0004986,MONDO_0004993,1.5658551084459875,-1.027938916999114,2.5937940254451015,True
GSE85491,MONDO_0004986,MONDO_0001187,1.2049328568861486,1.8316092703389697,-0.6266764134528211,False
GSE85491,MONDO_0004986,MONDO_0004993,1.2049328568861486,-0.6343588827134429,1.8392917395995916,True
