ID_human,ID_mouse,mondo_id_human,mondo_id_mouse,log2(prob/prior)_human,log2(prob/prior)_mouse,depth_human,depth_mouse,pair_type
GSE70959,GSE100820,MONDO_0011996,MONDO_0018874,2.570091521719204,2.991231406337651,5,5,branch
GSE70968,GSE83298,MONDO_0005061,MONDO_0008315,4.936488820408085,4.161732494388352,3,3,branch
GSE71009,GSE89636,MONDO_0004989,MONDO_0009831,2.376470291247192,3.407003707198932,2,2,branch
GSE71012,GSE94239,MONDO_0004989,MONDO_0100342,3.2190382742354453,2.94058323230958,2,2,branch
GSE71070,GSE76033,MONDO_0008315,MONDO_0005061,4.658192043832705,3.425567720763131,3,3,branch
GSE71074,GSE58801,MONDO_0008170,MONDO_0010150,2.009438460827815,1.0162090860446864,3,3,branch
GSE71120,GSE62125,MONDO_0005089,MONDO_0005627,2.5372351688385155,1.3929281650934016,1,1,branch
GSE71203,GSE63853,MONDO_0004989,MONDO_0100342,2.012352569989724,2.5947091579800934,2,2,branch
GSE71299,GSE81420,MONDO_0011996,MONDO_0018874,2.3227559391112726,4.672255011508943,5,5,branch
GSE71334,GSE43028,MONDO_0008315,MONDO_0005061,1.4033565079720438,2.439355577406172,3,3,branch
GSE71541,GSE76123,MONDO_0018874,MONDO_0011996,3.1741071258263114,1.719477574446753,5,5,branch
GSE71686,GSE76123,MONDO_0018874,MONDO_0011996,4.4663478488494,1.719477574446753,5,5,branch
GSE71689,GSE98063,MONDO_0018874,MONDO_0011996,4.4663478488494,1.1762566400237688,5,5,branch
GSE71740,GSE76123,MONDO_0018874,MONDO_0011996,3.3186358492174493,1.719477574446753,5,5,branch
GSE71797,GSE78696,MONDO_0008315,MONDO_0005575,2.725465771187475,4.103834393663368,3,3,branch
GSE71800,GSE101994,MONDO_0018874,MONDO_0005494,4.693419313206416,1.240583036796228,5,5,branch
GSE71840,GSE79313,MONDO_0018874,MONDO_0011996,4.464761901947312,1.2486287172777422,5,5,branch
GSE71862,GSE58916,MONDO_0004989,MONDO_0009807,3.742011677550022,1.15052248565767,2,2,branch
GSE71900,GSE80433,MONDO_0002516,MONDO_0002813,1.1126477913583566,1.2069677947773607,1,1,branch
GSE71960,GSE51372,MONDO_0004989,MONDO_0009831,4.2331742957063065,3.4378683463453816,2,2,branch
GSE72001,GSE81212,MONDO_0005061,MONDO_0005575,2.540716240401465,1.4238668989676864,3,3,branch
GSE72041,GSE76123,MONDO_0018874,MONDO_0011996,4.470279747938016,1.719477574446753,5,5,branch
GSE72061,GSE70031,MONDO_0018874,MONDO_0011996,4.588648818763313,2.0667960145152926,5,5,branch
GSE72468,GSE77323,MONDO_0016680,MONDO_0007256,4.014515240192363,4.396689055356394,3,3,branch
GSE72475,GSE65665,MONDO_0016680,MONDO_0007256,4.2207298090391685,4.245581591294792,3,3,branch
GSE72483,GSE95478,MONDO_0008315,MONDO_0005192,3.251882485950808,2.8139623635405613,3,3,branch
GSE72524,GSE76498,MONDO_0004989,MONDO_0009831,4.069797542520937,4.333921116063412,2,2,branch
GSE72631,GSE89264,MONDO_0005575,MONDO_0021345,3.177506669724647,2.1613140260026897,3,3,branch
GSE72956,GSE100276,MONDO_0005233,MONDO_0005575,2.459193465196384,3.5008860696372697,3,3,branch
GSE73268,GSE78696,MONDO_0007256,MONDO_0005575,3.5475380607483102,4.103834393663368,3,3,branch
GSE73317,GSE65665,MONDO_0024331,MONDO_0007256,1.4316258794570942,4.245581591294792,3,3,branch
GSE73370,GSE67071,MONDO_0004989,MONDO_0007254,3.567918977145558,2.288089085126068,2,2,branch
GSE73526,GSE77083,MONDO_0004989,MONDO_0009831,4.053679185582235,4.18424915256352,2,2,branch
GSE73527,GSE85810,MONDO_0004989,MONDO_0007254,4.194819453953285,2.08764346080727,2,2,branch
GSE73555,GSE81212,MONDO_0005061,MONDO_0005575,4.363009142600742,1.4238668989676864,3,3,branch
GSE73573,GSE77896,MONDO_0100342,MONDO_0009831,3.476475812985606,2.137767178998666,2,2,branch
GSE73610,GSE76184,MONDO_0005089,MONDO_0020665,4.012549296242272,2.907458976408594,1,1,branch
GSE73663,GSE63756,MONDO_0006512,MONDO_0006513,1.779366160515568,1.9245797683185528,4,4,branch
GSE73857,GSE80087,MONDO_0004989,MONDO_0100342,3.820572981662404,3.275844405550001,2,2,branch
GSE74031,GSE108811,MONDO_0007254,MONDO_0009831,3.258791416962533,3.840439309773752,2,2,branch
GSE74230,GSE112204,MONDO_0009807,MONDO_0007254,1.6933959556698954,1.0232192157333124,2,2,branch
GSE74251,GSE99233,MONDO_0024331,MONDO_0008315,1.558636939125988,1.7998489232477948,3,3,branch
GSE74417,GSE46688,MONDO_0004989,MONDO_0100342,4.632869809410286,4.190608660463423,2,2,branch
GSE74484,GSE89419,MONDO_0000376,MONDO_0005089,2.080905628156405,2.1046983433488435,1,1,branch
GSE74493,GSE62125,MONDO_0003274,MONDO_0005627,1.07725146813912,1.3929281650934016,1,1,branch
GSE74516,GSE71304,MONDO_0018177,MONDO_0021063,3.29976504896198,1.0680345040360992,4,4,branch
GSE74557,GSE90070,MONDO_0018177,MONDO_0006513,3.5951476443812607,1.2957035936384065,4,4,branch
GSE74639,GSE58801,MONDO_0005061,MONDO_0010150,5.401752504386593,1.0162090860446864,3,3,branch
GSE74698,GSE70046,MONDO_0008315,MONDO_0005061,3.480303721083865,3.8686145352827466,3,3,branch
GSE74718,GSE85648,MONDO_0004989,MONDO_0002108,3.692784365841419,2.447948055629205,2,2,branch
GSE74734,GSE89992,MONDO_0002367,MONDO_0005814,1.6862495410147782,1.3146355413731337,2,2,branch
GSE74927,GSE84448,MONDO_0002715,MONDO_0005233,1.6828294913850643,2.085328247943657,3,3,branch
GSE74928,GSE101994,MONDO_0018874,MONDO_0005494,3.620826875016486,1.240583036796228,5,5,branch
GSE74941,GSE68220,MONDO_0004989,MONDO_0001187,2.786136173546979,2.417962469961965,2,2,branch
GSE74958,GSE71843,MONDO_0006295,MONDO_0005089,2.859733939906977,2.869130899674688,1,1,branch
GSE74981,GSE112204,MONDO_0004989,MONDO_0007254,3.394909517551924,1.0232192157333124,2,2,branch
GSE75059,GSE89992,MONDO_0002108,MONDO_0005814,3.2453562307690333,1.3146355413731337,2,2,branch
GSE75130,GSE98690,MONDO_0004989,MONDO_0002108,4.487780855560702,2.010586524670061,2,2,branch
GSE75147,GSE62621,MONDO_0018177,MONDO_0006512,3.772357296587188,1.2891654191411972,4,4,branch
GSE75168,GSE94082,MONDO_0004989,MONDO_0002367,3.621778770915941,1.189485138917408,2,2,branch
GSE75215,GSE70031,MONDO_0018874,MONDO_0011996,2.772740729911296,2.0667960145152926,5,5,branch
GSE75367,GSE70981,MONDO_0004989,MONDO_0009693,2.905184608614979,1.4860607299885884,2,2,branch
GSE75602,GSE112204,MONDO_0008903,MONDO_0007254,1.3707863017167707,1.0232192157333124,2,2,branch
GSE75664,GSE76498,MONDO_0004989,MONDO_0009831,3.4714276081988165,4.333921116063412,2,2,branch
GSE75688,GSE80087,MONDO_0004989,MONDO_0100342,4.512236690646121,3.275844405550001,2,2,branch
GSE75741,GSE87388,MONDO_0004989,MONDO_0009831,3.239755197923324,5.446786066050785,2,2,branch
GSE75742,GSE72146,MONDO_0004989,MONDO_0005096,3.22877678562943,1.0084004118560723,2,2,branch
GSE75792,GSE77967,MONDO_0011996,MONDO_0018874,1.223679215986343,1.980944618941855,5,5,branch
GSE75797,GSE64867,MONDO_0009831,MONDO_0005096,4.385237672000118,4.008523012417667,2,2,branch
GSE75859,GSE42605,MONDO_0005089,MONDO_0002516,3.822882314206925,1.239593237127516,1,1,branch
GSE75885,GSE71493,MONDO_0005089,MONDO_0020665,1.158908382194738,3.425670835208587,1,1,branch
GSE75935,GSE39509,MONDO_0001416,MONDO_0005836,1.962948583386212,4.1349031730232895,2,2,branch
GSE75962,GSE58801,MONDO_0005575,MONDO_0010150,1.7048519972095657,1.0162090860446864,3,3,branch
GSE76025,GSE67476,MONDO_0009831,MONDO_0001056,3.133064728673604,2.1745647198563414,2,2,branch
GSE76199,GSE86568,MONDO_0005206,MONDO_0009831,2.1322660881325124,2.529775346247221,2,2,branch
GSE76307,GSE43028,MONDO_0005008,MONDO_0005061,4.48367166678262,2.439355577406172,3,3,branch
GSE76433,GSE67071,MONDO_0004989,MONDO_0007254,3.655952815182094,2.288089085126068,2,2,branch
GSE76445,GSE63526,MONDO_0002108,MONDO_0009831,4.946125309836641,3.499742311168116,2,2,branch
GSE76453,GSE98860,MONDO_0004989,MONDO_0009831,4.576170104963476,3.0616703202493327,2,2,branch
GSE76464,GSE76123,MONDO_0018874,MONDO_0011996,2.813698700385724,1.719477574446753,5,5,branch
GSE76487,GSE76992,MONDO_0007254,MONDO_0009831,1.9200856431609,1.7246120736900592,2,2,branch
GSE76507,GSE90459,MONDO_0006512,MONDO_0018177,1.5318577470675483,4.834907786175387,4,4,branch
GSE76747,GSE101994,MONDO_0018874,MONDO_0005494,2.4354738670682194,1.240583036796228,5,5,branch
GSE77179,GSE94566,MONDO_0004989,MONDO_0009831,3.501628595884249,3.976412664592291,2,2,branch
GSE77250,GSE62621,MONDO_0021063,MONDO_0006512,1.9734183549253543,1.2891654191411972,4,4,branch
GSE77308,GSE102345,MONDO_0004989,MONDO_0100342,1.0591733296042232,4.116155063299962,2,2,branch
GSE77422,GSE71217,MONDO_0004993,MONDO_0000621,1.975044698091096,1.0582941644188943,1,1,branch
GSE77460,GSE41286,MONDO_0005836,MONDO_0004989,2.3491664624033093,1.055383358525064,2,2,branch
GSE77530,GSE78228,MONDO_0018177,MONDO_0005034,5.006391703949052,1.069317228391897,4,4,branch
GSE77568,GSE83651,MONDO_0008170,MONDO_0008315,1.33110079379835,4.108459122180579,3,3,branch
GSE77624,GSE102345,MONDO_0005836,MONDO_0100342,4.978418194785744,4.116155063299962,2,2,branch
GSE77635,GSE76498,MONDO_0005814,MONDO_0009831,3.101146872077422,4.333921116063412,2,2,branch
GSE77737,GSE95478,MONDO_0005575,MONDO_0005192,3.709745015137083,2.8139623635405613,3,3,branch
GSE77950,GSE90625,MONDO_0005096,MONDO_0009831,2.635633785898984,2.094764112928915,2,2,branch
GSE77992,GSE83991,MONDO_0007256,MONDO_0005061,3.927274030305987,4.212185261618645,3,3,branch
GSE78011,GSE53782,MONDO_0004989,MONDO_0001056,4.116510064466838,2.581246722821819,2,2,branch
GSE78167,GSE67071,MONDO_0004989,MONDO_0007254,4.085785005345538,2.288089085126068,2,2,branch
GSE78199,GSE78228,MONDO_0006512,MONDO_0005034,1.296248352185748,1.069317228391897,4,4,branch
GSE78236,GSE84448,MONDO_0007256,MONDO_0005233,3.0658235699402514,2.085328247943657,3,3,branch
GSE78285,GSE63526,MONDO_0004989,MONDO_0009831,4.620533903626702,3.499742311168116,2,2,branch
GSE78527,GSE92301,MONDO_0004989,MONDO_0005159,4.107670627415322,5.507770747563734,2,2,branch
GSE78705,GSE83298,MONDO_0007256,MONDO_0008315,2.589676967964392,4.161732494388352,3,3,branch
GSE78918,GSE70981,MONDO_0004989,MONDO_0009693,2.5744023955527804,1.4860607299885884,2,2,branch
GSE79183,GSE69285,MONDO_0005627,MONDO_0005089,1.97437413335384,1.8005943362701828,1,1,branch
GSE79249,GSE77323,MONDO_0024331,MONDO_0007256,2.2860371681669003,4.396689055356394,3,3,branch
GSE79256,GSE71877,MONDO_0001657,MONDO_0005061,1.1658727576105188,2.423129068639251,3,3,branch
GSE79338,GSE54113,MONDO_0100342,MONDO_0002108,2.422646494908536,1.2030454559135486,2,2,branch
GSE79400,GSE74762,MONDO_0002108,MONDO_0005096,2.1172410183981456,1.9436286254909567,2,2,branch
GSE79586,GSE74138,MONDO_0007254,MONDO_0001187,2.857466615074078,1.325259061760668,2,2,branch
GSE79668,GSE38539,MONDO_0009831,MONDO_0002108,5.822839859470201,2.80346972569896,2,2,branch
GSE79671,GSE71304,MONDO_0018177,MONDO_0021063,2.739737706763486,1.0680345040360992,4,4,branch
GSE79779,GSE71531,MONDO_0011996,MONDO_0018874,1.2913652529604311,3.81124235629158,5,5,branch
GSE80098,GSE67270,MONDO_0004989,MONDO_0001056,3.6334035166113696,1.5909888213065515,2,2,branch
GSE80137,GSE55310,MONDO_0018177,MONDO_0004643,1.074999414487735,1.256944281727079,4,4,branch
GSE80176,GSE72146,MONDO_0004989,MONDO_0005096,2.022015927049534,1.0084004118560723,2,2,branch
GSE80297,GSE89992,MONDO_0004989,MONDO_0005814,4.247343985843882,1.3146355413731337,2,2,branch
GSE80333,GSE85810,MONDO_0004989,MONDO_0007254,3.603493978824477,2.08764346080727,2,2,branch
GSE80358,GSE75589,MONDO_0004989,MONDO_0100342,2.296816638250625,3.8467304571481216,2,2,branch
GSE80388,GSE85648,MONDO_0001056,MONDO_0002108,6.575701315765405,2.447948055629205,2,2,branch
GSE80551,GSE51372,MONDO_0005836,MONDO_0009831,1.1822283442294428,3.4378683463453816,2,2,branch
GSE80619,GSE86568,MONDO_0004989,MONDO_0009831,1.5533643375565551,2.529775346247221,2,2,branch
GSE80722,GSE77410,MONDO_0004989,MONDO_0009831,4.053190900708286,1.26695661687392,2,2,branch
GSE80746,GSE80433,MONDO_0003274,MONDO_0002813,1.6029279188789782,1.2069677947773607,1,1,branch
GSE80774,GSE101994,MONDO_0018874,MONDO_0005494,2.4743631136806448,1.240583036796228,5,5,branch
GSE80802,GSE40171,MONDO_0008903,MONDO_0009831,3.4656781284902007,3.4669804046272645,2,2,branch
GSE81032,GSE63194,MONDO_0003274,MONDO_0005089,1.0899757002349706,1.654832541122509,1,1,branch
GSE81043,GSE58801,MONDO_0016680,MONDO_0010150,1.695205983755666,1.0162090860446864,3,3,branch
GSE81062,GSE76123,MONDO_0018874,MONDO_0011996,3.587370263487501,1.719477574446753,5,5,branch
GSE81089,GSE54246,MONDO_0005138,MONDO_0005096,4.149406308966214,3.3932404556549645,2,2,branch
GSE81157,GSE102345,MONDO_0001187,MONDO_0100342,2.778061988718968,4.116155063299962,2,2,branch
GSE81162,GSE77410,MONDO_0004989,MONDO_0009831,4.361330436180135,1.26695661687392,2,2,branch
GSE81167,GSE86895,MONDO_0005061,MONDO_0005575,3.68984257049409,2.542893678204769,3,3,branch
GSE81201,GSE93313,MONDO_0001187,MONDO_0009831,5.172498175635189,4.807728386526056,2,2,branch
GSE81328,GSE79313,MONDO_0018874,MONDO_0011996,4.341760816519611,1.2486287172777422,5,5,branch
GSE81412,GSE57147,MONDO_0011996,MONDO_0018874,1.4654886396296791,3.3293446737709025,5,5,branch
GSE81429,GSE104305,MONDO_0005008,MONDO_0008315,1.4943233026271143,2.1234702702272803,3,3,branch
GSE81443,GSE51372,MONDO_0009693,MONDO_0009831,1.3334889306976088,3.4378683463453816,2,2,branch
GSE81493,GSE59831,MONDO_0008315,MONDO_0005061,4.240237564069816,4.5491169927936985,3,3,branch
GSE81747,GSE63312,MONDO_0011996,MONDO_0018874,1.301797258279427,4.460140980264469,5,5,branch
GSE81748,GSE49088,MONDO_0011996,MONDO_0018874,1.30209137308652,4.394218452802569,5,5,branch
GSE81749,GSE57147,MONDO_0011996,MONDO_0018874,1.3305113440191931,3.3293446737709025,5,5,branch
GSE81750,GSE90136,MONDO_0011996,MONDO_0018874,1.2855246198326769,3.926579939355463,5,5,branch
GSE81796,GSE86895,MONDO_0008315,MONDO_0005575,2.637541800807816,2.542893678204769,3,3,branch
GSE81978,GSE70135,MONDO_0007254,MONDO_0001056,1.1041412527886525,2.021761666389872,2,2,branch
GSE82032,GSE94566,MONDO_0004989,MONDO_0009831,1.7598333477647392,3.976412664592291,2,2,branch
GSE82070,GSE76075,MONDO_0009807,MONDO_0007254,1.0137618143589249,2.630105572809785,2,2,branch
GSE82110,GSE71843,MONDO_0002516,MONDO_0005089,2.50946089209938,2.869130899674688,1,1,branch
GSE83479,GSE64411,MONDO_0005089,MONDO_0020665,2.158097886821244,2.293272905924255,1,1,branch
GSE83492,GSE84448,MONDO_0005061,MONDO_0005233,4.678116953881526,2.085328247943657,3,3,branch
GSE83518,GSE100276,MONDO_0007256,MONDO_0005575,2.905628175879801,3.5008860696372697,3,3,branch
GSE83520,GSE94082,MONDO_0015075,MONDO_0002367,4.162441269009459,1.189485138917408,2,2,branch
GSE83547,GSE68472,MONDO_0008315,MONDO_0008170,2.189584838318814,3.232237888754923,3,3,branch
GSE83560,GSE89823,MONDO_0015075,MONDO_0001187,5.4934354669427305,2.8270163999397973,2,2,branch
GSE83611,GSE67071,MONDO_0004989,MONDO_0007254,2.1621075738955144,2.288089085126068,2,2,branch
GSE83649,GSE60837,MONDO_0008315,MONDO_0005575,4.103775263203514,3.7276323927864814,3,3,branch
GSE83652,GSE43028,MONDO_0008315,MONDO_0005061,4.132439874658199,2.439355577406172,3,3,branch
GSE83660,GSE86609,MONDO_0004643,MONDO_0006512,2.824151256922673,1.3468571789349508,4,4,branch
GSE83816,GSE64867,MONDO_0009831,MONDO_0005096,4.684619152744068,4.008523012417667,2,2,branch
GSE83919,GSE85810,MONDO_0002108,MONDO_0007254,5.269790328434727,2.08764346080727,2,2,branch
GSE84023,GSE81424,MONDO_0005192,MONDO_0008315,6.274877186818558,4.392281107165073,3,3,branch
GSE84054,GSE85731,MONDO_0004989,MONDO_0005814,3.261728724084371,4.187895988392337,2,2,branch
GSE84323,GSE74138,MONDO_0005096,MONDO_0001187,2.96830898681117,1.325259061760668,2,2,branch
GSE84339,GSE112204,MONDO_0005096,MONDO_0007254,5.192736142998088,1.0232192157333124,2,2,branch
GSE84359,GSE98063,MONDO_0018874,MONDO_0011996,3.101546686818881,1.1762566400237688,5,5,branch
GSE84425,GSE81432,MONDO_0008170,MONDO_0008315,3.0395756045690154,3.0932526151389075,3,3,branch
GSE84432,GSE83991,MONDO_0008315,MONDO_0005061,3.4555667161299866,4.212185261618645,3,3,branch
GSE84465,GSE65636,MONDO_0018177,MONDO_0006513,3.963580178484926,1.2632275217228102,4,4,branch
GSE84577,GSE68220,MONDO_0004989,MONDO_0001187,3.5392053827147434,2.417962469961965,2,2,branch
GSE84776,GSE40171,MONDO_0005096,MONDO_0009831,2.9278481343784124,3.4669804046272645,2,2,branch
GSE84789,GSE63853,MONDO_0008903,MONDO_0100342,2.979531664855043,2.5947091579800934,2,2,branch
GSE84829,GSE70046,MONDO_0008170,MONDO_0005061,1.5952830772532094,3.8686145352827466,3,3,branch
GSE84863,GSE86111,MONDO_0006513,MONDO_0021063,1.079234873321826,1.592247885206758,4,4,branch
GSE84902,GSE71629,MONDO_0005575,MONDO_0005061,2.9632103823475924,1.8148397617804053,3,3,branch
GSE84944,GSE70031,MONDO_0018874,MONDO_0011996,4.617813909217135,2.0667960145152926,5,5,branch
GSE85008,GSE98063,MONDO_0018874,MONDO_0011996,3.3659945449909974,1.1762566400237688,5,5,branch
GSE85088,GSE108811,MONDO_0004989,MONDO_0009831,1.7330050467983975,3.840439309773752,2,2,branch
GSE85107,GSE79313,MONDO_0018874,MONDO_0011996,4.081713233469217,1.2486287172777422,5,5,branch
GSE85118,GSE77323,MONDO_0005233,MONDO_0007256,4.124777218625616,4.396689055356394,3,3,branch
GSE85187,GSE65383,MONDO_0011996,MONDO_0018874,1.9479230829810028,3.085891003287954,5,5,branch
GSE85297,GSE65665,MONDO_0016680,MONDO_0007256,1.7276928730229155,4.245581591294792,3,3,branch
GSE85541,GSE96972,MONDO_0008315,MONDO_0024331,2.5897231723502965,1.4424724823281152,3,3,branch
GSE85557,GSE70031,MONDO_0005494,MONDO_0011996,1.5866986823127265,2.0667960145152926,5,5,branch
GSE85579,GSE71877,MONDO_0006116,MONDO_0005061,4.823173098835986,2.423129068639251,3,3,branch
GSE85685,GSE79014,MONDO_0005575,MONDO_0008315,3.153381918123131,1.44468936594353,3,3,branch
GSE85941,GSE84703,MONDO_0100342,MONDO_0002129,1.3220468754369186,2.05281174578392,2,2,branch
GSE86151,GSE98063,MONDO_0018874,MONDO_0011996,3.6367948243491175,1.1762566400237688,5,5,branch
GSE86159,GSE108811,MONDO_0004989,MONDO_0009831,2.5279432497302268,3.840439309773752,2,2,branch
GSE86165,GSE65665,MONDO_0005575,MONDO_0007256,1.6796532417593124,4.245581591294792,3,3,branch
GSE86202,GSE62621,MONDO_0018177,MONDO_0006512,4.052688731987836,1.2891654191411972,4,4,branch
GSE86237,GSE77195,MONDO_0100342,MONDO_0001056,2.527359927788377,1.206252572597246,2,2,branch
GSE86348,GSE70135,MONDO_0100342,MONDO_0001056,3.444803763928576,2.021761666389872,2,2,branch
GSE86387,GSE95478,MONDO_0008315,MONDO_0005192,2.78493675972677,2.8139623635405613,3,3,branch
GSE86506,GSE76123,MONDO_0018874,MONDO_0011996,3.901064380962316,1.719477574446753,5,5,branch
GSE86518,GSE90067,MONDO_0018177,MONDO_0004643,3.1107554930965167,3.544643631922829,4,4,branch
GSE86538,GSE93313,MONDO_0007254,MONDO_0009831,2.5896596615254617,4.807728386526056,2,2,branch
GSE86562,GSE81941,MONDO_0005814,MONDO_0007254,1.2303680816883336,2.6849691676126,2,2,branch
GSE86563,GSE83964,MONDO_0005814,MONDO_0001056,1.238018638362918,2.938312916321,2,2,branch
GSE86564,GSE84759,MONDO_0005814,MONDO_0009831,1.2453848229345144,3.788488394771003,2,2,branch
GSE86602,GSE80083,MONDO_0018531,MONDO_0008315,1.1254083235150485,4.116692168392473,3,3,branch
GSE86874,GSE76724,MONDO_0005233,MONDO_0008315,3.428676499024648,3.360477932400424,3,3,branch
GSE86896,GSE84759,MONDO_0007254,MONDO_0009831,1.3332783025352348,3.788488394771003,2,2,branch
GSE86958,GSE104305,MONDO_0005061,MONDO_0008315,4.7225713828403215,2.1234702702272803,3,3,branch
GSE87087,GSE76724,MONDO_0008170,MONDO_0008315,5.684920810480865,3.360477932400424,3,3,branch
GSE87285,GSE79313,MONDO_0018874,MONDO_0011996,3.416782834678276,1.2486287172777422,5,5,branch
GSE87307,GSE67071,MONDO_0002108,MONDO_0007254,3.3963750015006964,2.288089085126068,2,2,branch
GSE87400,GSE104264,MONDO_0005575,MONDO_0005061,3.428440211087632,3.7650631842915256,3,3,branch
GSE87456,GSE67634,MONDO_0010150,MONDO_0024331,1.1989249138409357,1.367704553560417,3,3,branch
GSE87517,GSE63526,MONDO_0004989,MONDO_0009831,3.721667601105495,3.499742311168116,2,2,branch
GSE87535,GSE70046,MONDO_0016680,MONDO_0005061,4.841342299602204,3.8686145352827466,3,3,branch
GSE87615,GSE89264,MONDO_0016680,MONDO_0021345,2.315333084128385,2.1613140260026897,3,3,branch
GSE87617,GSE55310,MONDO_0018177,MONDO_0004643,2.211004179068527,1.256944281727079,4,4,branch
GSE88943,GSE86895,MONDO_0005233,MONDO_0005575,4.273482747042186,2.542893678204769,3,3,branch
GSE88945,GSE93279,MONDO_0005814,MONDO_0009831,3.140310179337962,4.523134346641617,2,2,branch
GSE89127,GSE89419,MONDO_0002516,MONDO_0005089,1.2169030379697354,2.1046983433488435,1,1,branch
GSE89152,GSE62125,MONDO_0003274,MONDO_0005627,1.071775655318708,1.3929281650934016,1,1,branch
GSE89154,GSE100276,MONDO_0024331,MONDO_0005575,1.5637369198558797,3.5008860696372697,3,3,branch
GSE89205,GSE72146,MONDO_0007254,MONDO_0005096,2.4962067192315955,1.0084004118560723,2,2,branch
GSE89223,GSE74429,MONDO_0005159,MONDO_0009831,3.949753185151764,2.590082974032878,2,2,branch
GSE89225,GSE77646,MONDO_0004989,MONDO_0005159,4.646663655622873,3.7217404350842407,2,2,branch
GSE89511,GSE68220,MONDO_0009693,MONDO_0001187,5.532725423583249,2.417962469961965,2,2,branch
GSE89569,GSE85731,MONDO_0005138,MONDO_0005814,1.1914150472863014,4.187895988392337,2,2,branch
GSE89623,GSE101678,MONDO_0018177,MONDO_0021063,3.376019347683094,1.144102921016778,4,4,branch
GSE89745,GSE80083,MONDO_0016680,MONDO_0008315,4.29495139774327,4.116692168392473,3,3,branch
GSE89777,GSE98063,MONDO_0018874,MONDO_0011996,3.841581837047468,1.1762566400237688,5,5,branch
GSE89843,GSE39509,MONDO_0008903,MONDO_0005836,3.917296945166985,4.1349031730232895,2,2,branch
GSE89917,GSE95478,MONDO_0008315,MONDO_0005192,2.9302762189107305,2.8139623635405613,3,3,branch
GSE89930,GSE72480,MONDO_0009807,MONDO_0004989,1.316286630940381,2.412380440757405,2,2,branch
GSE90463,GSE66551,MONDO_0005159,MONDO_0009831,5.659836290101639,1.0520368705015588,2,2,branch
GSE90491,GSE94583,MONDO_0024331,MONDO_0007256,1.0196003200650057,4.9417259931317385,3,3,branch
GSE90519,GSE81424,MONDO_0006116,MONDO_0008315,2.2032275873925866,4.392281107165073,3,3,branch
GSE90781,GSE72990,MONDO_0008903,MONDO_0009831,2.6507282971466712,1.7560335187735931,2,2,branch
GSE90830,GSE81941,MONDO_0005814,MONDO_0007254,4.440628221493443,2.6849691676126,2,2,branch
GSE90944,GSE94566,MONDO_0005814,MONDO_0009831,3.804238111383961,3.976412664592291,2,2,branch
GSE91000,GSE81941,MONDO_0005814,MONDO_0007254,3.395622764117146,2.6849691676126,2,2,branch
GSE91016,GSE87623,MONDO_0018177,MONDO_0004643,3.8035076438662703,2.997606909092132,4,4,branch
GSE91061,GSE41293,MONDO_0000376,MONDO_0005089,1.5466536616307716,3.832009852723407,1,1,branch
GSE92316,GSE63526,MONDO_0004989,MONDO_0009831,2.659698873592517,3.499742311168116,2,2,branch
GSE92574,GSE83991,MONDO_0008315,MONDO_0005061,2.989460080958369,4.212185261618645,3,3,branch
GSE92581,GSE72066,MONDO_0009831,MONDO_0005096,3.907258855611715,1.216112159136762,2,2,branch
GSE92651,GSE74490,MONDO_0001187,MONDO_0009831,1.1216539996495904,5.527179305754368,2,2,branch
GSE92744,GSE98063,MONDO_0018874,MONDO_0011996,4.8302563802377785,1.1762566400237688,5,5,branch
GSE92910,GSE86288,MONDO_0004989,MONDO_0009831,3.516658806492896,2.4115859288256987,2,2,branch
GSE92943,GSE66551,MONDO_0004989,MONDO_0009831,4.089019449703135,1.0520368705015588,2,2,branch
GSE93057,GSE94082,MONDO_0004989,MONDO_0002367,4.692250208634247,1.189485138917408,2,2,branch
GSE93124,GSE104264,MONDO_0024331,MONDO_0005061,1.5888150508679155,3.7650631842915256,3,3,branch
GSE93326,GSE72480,MONDO_0009831,MONDO_0004989,2.9727295274643883,2.412380440757405,2,2,branch
GSE93636,GSE60853,MONDO_0007254,MONDO_0001056,2.8783942007641024,1.264389472644171,2,2,branch
GSE93813,GSE84447,MONDO_0005872,MONDO_0000376,1.406149119223254,2.502870581270334,1,1,branch
GSE93831,GSE71629,MONDO_0007256,MONDO_0005061,3.6961530118039296,1.8148397617804053,3,3,branch
GSE93925,GSE102345,MONDO_0007254,MONDO_0100342,1.59416579968948,4.116155063299962,2,2,branch
GSE94126,GSE106901,MONDO_0009807,MONDO_0009831,2.033662608462046,2.2073039907770218,2,2,branch
GSE94344,GSE79313,MONDO_0018874,MONDO_0011996,3.47554869803558,1.2486287172777422,5,5,branch
GSE94405,GSE77323,MONDO_0005233,MONDO_0007256,3.100835703897907,4.396689055356394,3,3,branch
GSE94461,GSE76123,MONDO_0018874,MONDO_0011996,4.812752879053756,1.719477574446753,5,5,branch
GSE94464,GSE89992,MONDO_0015075,MONDO_0005814,5.427825455737955,1.3146355413731337,2,2,branch
GSE94493,GSE67270,MONDO_0004989,MONDO_0001056,4.938461161399919,1.5909888213065515,2,2,branch
GSE94502,GSE45893,MONDO_0005089,MONDO_0005627,1.9847337844080808,1.750375230156051,1,1,branch
GSE94869,GSE78696,MONDO_0019086,MONDO_0005575,2.266298681651147,4.103834393663368,3,3,branch
GSE95106,GSE62621,MONDO_0018177,MONDO_0006512,2.8197828444739703,1.2891654191411972,4,4,branch
