gse	pmid	subseries	superseries	affiliation	BioProject	SRA
GSE67741	26764022				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA280809']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057051']
GSE67750	28555076	['GSE67755']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA280830']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057060']
GSE67786					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA280967']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057109']
GSE67790	26908355				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA280944']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057101']
GSE67828	26907613				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281008']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057123']
GSE67834	28415767				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281042']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057134']
GSE67863	29206103				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281089']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057155']
GSE67868	26340528				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281091']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057159']
GSE67889	26641715				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281121']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057171']
GSE67933	27032388				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281239']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057202']
GSE67934						
GSE67957					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281370']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057259']
GSE67972	26838806				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281392']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057270']
GSE67991	26091414				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281457']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057302']
GSE68025	26028533				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281593']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057443']
GSE68056	26950239				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281635']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057459']
GSE68083	25870109				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281703']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057495']
GSE68139	26836306				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281886']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057536']
GSE68140	26685207				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281931']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057562']
GSE68147	26811383				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281945']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057560']
GSE68150	26147080				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281941']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057558']
GSE68155	26851221				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281932']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057563']
GSE68156	27683801				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281936']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057556']
GSE68160	25957148				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281933']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057553']
GSE68177	26329458				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281954']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057574']
GSE68178	26039991				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA281957']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057575']
GSE68190	26006015				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282002']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057589']
GSE68220	26324782				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282050']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057615']
GSE68242	25924064				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282123']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057639']
GSE68251	26975654	['GSE68254']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282138']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057645']
GSE68265					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282960']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057991']
GSE68270	27050949				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282345']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057672']
GSE68283	26162102	['GSE63130']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282463']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057696']
GSE68284	26162102	['GSE63130']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282462']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057697']
GSE68315	26470019				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282417']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057718']
GSE68318					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282421']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057720']
GSE68360	26200659				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282521']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057760']
GSE68376	26163371				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282538']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057763']
GSE68391	26321221; 27123491				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282594']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057791']
GSE68461	27374225	['GSE68463']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282928']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057875']
GSE68462	27374225	['GSE68463']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282927']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057876']
GSE68470	26626567				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282802']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057877']
GSE68472	26073941				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282806']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057879']
GSE68509	26354121				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282949']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057984']
GSE68511	26163372				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282955']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP057986']
GSE68582	27152443				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283133']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058020']
GSE68602	26073540				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283200']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058058']
GSE68617	26624618				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283211']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058063']
GSE68618	26321660				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284579']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058569']
GSE68628	26515061				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283238']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058071']
GSE68699	26255770				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283413']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058145']
GSE68713					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283490']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058175']
GSE68715	26253201				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283880']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058284']
GSE68736	27524611				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283532']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058184']
GSE68746	26040280; 26484297				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283815']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058190']
GSE68768		['GSE68771']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283896']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058205']
GSE68769		['GSE68771']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283895']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058206']
GSE68770		['GSE68771']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283894']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058207']
GSE68789	26231115				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283850']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058229']
GSE68806	26245375				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283831']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058250']
GSE68812	26197299				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283828']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058258']
GSE68818	26366710				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283823']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058264']
GSE68822	27462455	['GSE68823']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283890']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058279']
GSE68831	27135601	['GSE68832']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283889']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058292']
GSE68846	26349061				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283862']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058313']
GSE68884	26813637				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283972']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058347']
GSE68902	28580167				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284127']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058384']
GSE68911	26324926	['GSE68912']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284004']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058362']
GSE68915	26351290				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284008']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058363']
GSE68921	26785495				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284112']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058378']
GSE68949	26534908				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284148']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058388']
GSE68958	26808730				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284161']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058396']
GSE68981	28003475				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284255']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058443']
GSE68998	26697350	['GSE56131']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284273']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058454']
GSE69007	26159833				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284278']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058459']
GSE69018	26494701				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284380']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058491']
GSE69054	26293299				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284406']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058506']
GSE69080	26923725; 29530939	['GSE69101']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284510']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058533']
GSE69097	26193633				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284529']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058544']
GSE69129	27364685				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284615']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058590']
GSE69132	26095365				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284662']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058617']
GSE69162	28759003				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284682']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058625']
GSE69168	26202974				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284740']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058631']
GSE69170	26041780	['GSE69180']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284754']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058641']
GSE69190	26078285				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284774']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058653']
GSE69201	28935571				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284891']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058702']
GSE69221	26225632; 30042402				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284923']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058709']
GSE69227	26056231				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284927']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058715']
GSE69244	26564964				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284955']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058725']
GSE69256	26287468; 27240213				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285033']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058741']
GSE69276	26062937				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285070']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058759']
GSE69278	27174990	['GSE69291']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285074']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058760']
GSE69285	27174990	['GSE69291']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285080']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058766']
GSE69311	26718006				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285123']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058785']
GSE69314	26407100				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285156']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058800']
GSE69354	26278040				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285289']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058842']
GSE69363	28446749	['GSE69387']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285319']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058847']
GSE69374	26074006				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285327']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058849']
GSE69376	27496872				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285329']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058850']
GSE69407	27527166				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285446']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058904']
GSE69445	27287411				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285503']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058951']
GSE69464	26100872	['GSE69504']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285753']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059027']
GSE69473	26234156	['GSE69478']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285690']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058979']
GSE69484	28082412				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285695']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP058984']
GSE69545	27376549				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285815']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059042']
GSE69556	26677864				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285844']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059062']
GSE69616	27105115	['GSE69617']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA285988']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059196']
GSE69652	26961349				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286100']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059236']
GSE69654	26982726				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286105']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059237']
GSE69669	26917425				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286134']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059253']
GSE69672	27065321	['GSE69674']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286139']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059255']
GSE69699	26845575				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286218']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059282']
GSE69707	26268651				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286237']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059296']
GSE69709	27223325	['GSE69711']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286236']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059295']
GSE69726	26386146				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286287']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059315']
GSE69731					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286284']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059318']
GSE69733	26944680	['GSE69734']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286282']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059321']
GSE69750	26784546	['GSE69752']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286667']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059337']
GSE69751	26784546	['GSE69752']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286668']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059331']
GSE69755	26554031				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286669']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059336']
GSE69771	26159997				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286730']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059364']
GSE69786	24616499; 26601269				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286771']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059378']
GSE69800	27161320				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286792']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059390']
GSE69807	26139371	['GSE69808']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286847']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059415']
GSE69823	28147265				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286869']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059433']
GSE69855					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286997']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059487']
GSE69858					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286986']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059485']
GSE69869					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287006']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059492']
GSE69887	28692038				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287027']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059505']
GSE69900	26084673				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287046']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059513']
GSE69913					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287125']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059538']
GSE69926	26997336				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287141']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059549']
GSE69937	26258414				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287164']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059561']
GSE69940	26657765				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287210']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059586']
GSE69952	26221964				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287259']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059596']
GSE69968	26999603				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287291']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059609']
GSE69969	27815426				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287293']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059610']
GSE69970	27642011	['GSE71442']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287292']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059611']
GSE69987	27886188	['GSE79891']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287352']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059630']
GSE70014	27596364				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287488']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059663']
GSE70016	26236688				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287492']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059664']
GSE70020	27749840				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287502']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059669']
GSE70022	27050523; 29546410	['GSE76233']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287505']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059670']
GSE70028	26584623				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287516']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059674']
GSE70031	26289811				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287514']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059676']
GSE70046		['GSE70047']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287534']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059688']
GSE70069	27790377	['GSE70070']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287565']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059699']
GSE70108	26675721	['GSE70110']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287657']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059736']
GSE70116	26408185				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287680']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059745']
GSE70123	27207531				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287703']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059753']
GSE70132					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287690']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059749']
GSE70133	26214373				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287698']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059750']
GSE70135	26888865; 30700829				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287702']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059754']
GSE70148	26798136	['GSE70149']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287719']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059758']
GSE70156	27044095				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287758']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059777']
GSE70158	26258789	['GSE70160']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287767']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059779']
GSE70159	26258789	['GSE70160']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287766']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059780']
GSE70207	26663584; 28338957				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287844']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059806']
GSE70210	26373672				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287876']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059824']
GSE70235	27580035	['GSE70245']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287970']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059902']
GSE70236	27580035	['GSE70245']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287969']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059903']
GSE70238	27580035	['GSE70245']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288065']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059847']
GSE70239	27580035	['GSE70245']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288064']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059848']
GSE70240	27580035	['GSE70245']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288063']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059850']
GSE70241	27580035	['GSE70245']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288068']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059904']
GSE70242	27580035	['GSE70245']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288067']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059873']
GSE70243	27580035	['GSE70245']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288066']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059843']
GSE70244	27580035	['GSE70245']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288035']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059844']
GSE70249	27029645				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288135']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059877']
GSE70283	26207833	['GSE70343']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288153']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059885']
GSE70288	26256211				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288179']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059899']
GSE70304	26483458; 26981366				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288283']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059909']
GSE70307					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288290']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059910']
GSE70314	26459632	['GSE70315']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288301']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059915']
GSE70351					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288372']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059937']
GSE70352	27365390				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288386']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059938']
GSE70355	26551560				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288402']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059940']
GSE70357	26378784	['GSE70361']				['https://www.ncbi.nlm.nih.gov/sra?term=SRP059594']
GSE70358	26378784	['GSE70361']				['https://www.ncbi.nlm.nih.gov/sra?term=SRP059601']
GSE70359	26378784	['GSE70361']				['https://www.ncbi.nlm.nih.gov/sra?term=SRP059599']
GSE70360	26378784	['GSE70361']				['https://www.ncbi.nlm.nih.gov/sra?term=SRP058992']
