gse	pmid	subseries	superseries	affiliation	BioProject	SRA
GSE40594	25467916				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA174435']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015417']
GSE40652	23023293	['GSE40653']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA174534']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015437']
GSE40688	23440410				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA174611']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015484']
GSE40823	24013505				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA175044']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015727']
GSE40918	23021777				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA175364']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015773']
GSE40948	23085715	['GSE40896']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA175502']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015796']
GSE40969	23178128	['GSE40995']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA175510']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015801']
GSE40978	23907535				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA175479']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015811']
GSE41082					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA175697']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015846']
GSE41090	23623381				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA175759']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015851']
GSE41246					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA176310']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015946']
GSE41265	23685454				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA176414']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015959']
GSE41285	23142080	['GSE41288']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA176456']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015971']
GSE41286	24497069				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA176451']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015968']
GSE41287					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA176731']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP016019']
GSE41293	23410975				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA176464']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015977']
GSE41317	24550509				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA176554']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015991']
GSE41538	23222520	['GSE41539']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA177384']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP016088']
GSE41545	23602153				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA177422']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP016104']
GSE41658	23949429				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA177844']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP016510']
GSE41710	23428873	['GSE41543']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA178007']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP016565']
GSE41785	23766421				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA178171']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP016625']
GSE41792	23484019	['GSE41793']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA178237']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP016627']
GSE41876					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA178373']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP016857']
GSE41879	23972988				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA178602']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP016859']
GSE41903	23233547				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA179089']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017085']
GSE41908	23151479; 23399596				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA178509']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP016882']
GSE41937	23326641				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA178771']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017034']
GSE41974	25480952	['GSE42004']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA178743']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP016946']
GSE41976	25480952	['GSE42004']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA178744']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP016948']
GSE41979	25480952	['GSE42004']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA178746']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP016950']
GSE41985	25480952	['GSE42004']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA178747']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP016955']
GSE42100	23217423				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA179145']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017101']
GSE42120	23211523; 24591653; 29487567				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA179158']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017110']
GSE42154	24074864	['GSE42155']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA179217']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017129']
GSE42237	23704192				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA179381']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017162']
GSE42339	23760953				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA181109']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017207']
GSE42350	23290917				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA181137']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017208']
GSE42398	23241633				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA181289']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017249']
GSE42443	23332759	['GSE42454']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA182001']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017272']
GSE42474	23582322	['GSE44288']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA182170']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017308']
GSE42564	23886891				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA182324']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017338']
GSE42573	24949855				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA182314']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017333']
GSE42605	24277834				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA182361']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017340']
GSE42629	23770822				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA182375']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017350']
GSE42662	24130677				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA182732']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017396']
GSE42671	24594094				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA182701']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017388']
GSE42704	24034696	['GSE42706']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA182902']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017407']
GSE42805	24758366	['GSE42811']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA183442']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017471']
GSE42852	23486062				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA183639']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017513']
GSE42878					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA183695']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017526']
GSE42880	23260135; 28847947				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA186546']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017936']
GSE42912	23341612				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA183857']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017560']
GSE42923	23850245				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA183886']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017572']
GSE42990					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA184036']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017601']
GSE42999					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA184170']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017600']
GSE43028	24317514				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA184072']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017615']
GSE43041	23390196	['GSE43044']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA184174']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017620']
GSE43078	23369715				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA184736']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017632']
GSE43110	24244175				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA184582']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017662']
GSE43314	23469233				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA185413']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017800']
GSE43351	23468957				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA185496']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017811']
GSE43366	23850290				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA185990']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017849']
GSE43390	25773599				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA185812']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP043635']
GSE43410	23094851				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA186012']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017874']
GSE43431	23341638	['GSE43433']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA186417']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017913']
GSE43504	23352430				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA186619']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017951']
GSE43575	23771028				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA186743']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018013']
GSE43617	23969834				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA186825']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018035']
GSE43631	25017070				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA186957']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018038']
GSE43650	24792116				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA186929']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018090']
GSE43660	24043894				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA186948']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018093']
GSE43717	23791531				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA187158']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018124']
GSE43718	26102285				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA187150']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018125']
GSE43721	23791531				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA187161']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018127']
GSE43725	23412334				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA187484']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018248']
GSE43735	25480952	['GSE42004']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA187986']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018131']
GSE43879	23388633				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA187985']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018287']
GSE43948	23467089	['GSE43970']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA188243']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018336']
GSE44067	24213634				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA189721']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018770']
GSE44157	23630078	['GSE44163']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA188948']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018510']
GSE44158	23630078	['GSE44163']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA188949']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018511']
GSE44229	23525042				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA189208']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018555']
GSE44333	24058676				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA189553']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018672']
GSE44346	24438502				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA189510']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018695']
GSE44359	23604283				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA189560']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018704']
GSE44366	24075990	['GSE45242']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA193402']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018707']
GSE44402	23512658				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA189776']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018775']
GSE44553	23474895				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA190711']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018801']
GSE44566	23987249				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA190080']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018807']
GSE44573	26411676	['GSE44576']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA190089']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018811']
GSE44575	24365181	['GSE44578']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA190906']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018809']
GSE44591	23562324				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA190888']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018864']
GSE44640	24124461	['GSE44641']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA190690']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018846']
GSE44654	23523368	['GSE44690']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA190912']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018855']
GSE44665	23819640	['GSE44669']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA190874']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018859']
GSE44668	23819640	['GSE44669']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA190875']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018860']
GSE44674	24124461	['GSE44675']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA192575']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018865']
GSE44698	24072873				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA191095']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018886']
GSE44733	23531360	['GSE44278']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA191560']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018928']
GSE44775	23663784				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA191615']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019223']
GSE44831	24703850				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA192264']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018945']
GSE44935	24162740				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA192583']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP018969']
GSE44942	23590861; 25699092				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA192600']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019026']
GSE44945	23681267				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA192590']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019027']
GSE45048	23523368	['GSE44690']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA194539']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019190']
GSE45118	24505323				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA193345']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019193']
GSE45119	24499931				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA192958']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019210']
GSE45148	21784246				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA193166']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019264']
GSE45152	24003143				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA193343']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019266']
GSE45180	24154870				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA193154']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019455']
GSE45182	23746443				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA193172']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019467']
GSE45254	23447580				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA193339']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019757']
GSE45278	23583100	['GSE45282']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA193409']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019780']
GSE45284	24013503	['GSE45285']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA193512']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019782']
GSE45319	24722244				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA193449']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019798']
GSE45338	28355564				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA193514']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019829']
GSE45358	23972988				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA193592']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019915']
GSE45376	23951329				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA193596']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019916']
GSE45446	25813539	['GSE45448']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA194401']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019958']
GSE45474	23624976				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA194152']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP019972']
GSE45568	23421592				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA194595']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP020224']
GSE45597					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA195388']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP020235']
GSE45657	25129481				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA195564']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP020352']
GSE45684	25236449; 26614740; 28592500				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA196894']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP020636']
GSE45703	28883427				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA195902']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP020468']
GSE45719	24408435				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA195938']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP020490']
GSE45760	24481529				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA196236']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP020501']
GSE45888	24732378				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA196820']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP020638']
GSE45893	24167250				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA196612']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP020644']
GSE45909	24167717				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA196631']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP020658']
GSE45914	23728303				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA196871']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP021025']
GSE45930	25543143				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA196678']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP020909']
GSE45975	23728300				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA196832']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP020940']
GSE46038	23696641				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA197001']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP021058']
GSE46066	24072229	['GSE46070']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA197150']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP021089']
GSE46104	23995732; 30013107				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA197269']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP021101']
GSE46149	24139801				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA197366']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP021137']
GSE46207	23660517				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA198191']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP021195']
GSE46213	24019758				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA198089']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP021190']
GSE46240	23651856; 25704813				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA198448']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP021219']
GSE46316	24286025				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA198728']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP021476']
GSE46340	24029234				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA198770']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP021484']
GSE46363	23723416				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA198810']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP021492']
GSE46433	23792564				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA200323']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP021541']
GSE46434	28492552				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA200341']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP021548']
GSE46494	24121437				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA200648']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP021902']
GSE46664	23935527				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA201431']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022132']
GSE46688	24147027	['GSE46690']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA201678']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022145']
GSE46700	23803762				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA201855']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022150']
GSE46716	25528259				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA202071']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022161']
GSE46730	24530304				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA202203']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022177']
GSE46807	23873942				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA202371']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022250']
GSE46815	24520039				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA202390']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022252']
GSE46953	23810559	['GSE46954']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA203213']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022767']
GSE46980	24363023				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA203208']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022764']
GSE47019	24503642				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA203290']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022850']
GSE47033	24709821				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA203332']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022861']
GSE47062	23823620				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA203421']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022882']
GSE47081					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA203509']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022896']
GSE47083	25564442	['GSE47085']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA203512']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022898']
GSE47089	23747191				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA203536']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP022903']
