gse	pmid	subseries	superseries	affiliation	BioProject	SRA
GSE74798		['GSE74800']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA301565']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP065951']
GSE74850	26711177				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA301681']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP065988']
GSE74863					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA301692']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066000']
GSE74866	27869830				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302630']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066363']
GSE74881	26941323	['GSE74883']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA301721']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066012']
GSE74886	26949739				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA301726']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066016']
GSE74896	28444387				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA301742']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066026']
GSE74924	27163634				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA301940']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066083']
GSE74927	27091409; 30061624; 32406560	['GSE74956']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA301936']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066090']
GSE74928					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA301935']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066087']
GSE74935	29635374				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA301943']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066095']
GSE74941	27869171	['GSE74943']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA301976']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066102']
GSE74953	26982723	['GSE71458']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302000']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066112']
GSE74958	27422173				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302010']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066118']
GSE74974	26370511				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302109']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066150']
GSE74978	27029405	['GSE74979']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302115']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066152']
GSE74981	27211549				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302118']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066204']
GSE74999	27087856				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302159']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066171']
GSE75011	27271570				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302188']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066197']
GSE75035	28415728				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302270']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066238']
GSE75042	27325645				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302281']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066242']
GSE75059	26609053				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302305']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066260']
GSE75061	27816064				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302318']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066267']
GSE75070	27514584				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302327']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066276']
GSE75130	25776849; 27081631				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302603']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066356']
GSE75140	26644564				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304502']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066834']
GSE75146	26932476				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302638']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066365']
GSE75147	23651857				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302647']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066371']
GSE75168	26783963	['GSE75169']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302668']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066387']
GSE75184	28795454; 32155188				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302734']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066415']
GSE75189	26627737				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302748']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066424']
GSE75215					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302812']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066444']
GSE75217	27127229				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302893']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066486']
GSE75220	27126046				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302818']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066450']
GSE75234	27229140; 33762579				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302855']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066472']
GSE75247	27350246	['GSE75411']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA302895']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066487']
GSE75291	27737960				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA303112']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066534']
GSE75297	27705785				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA303145']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066559']
GSE75299	28864476	['GSE75313']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA303170']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066571']
GSE75327	27280393				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304108']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066663']
GSE75354	26823433	['GSE75356']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304002']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066619']
GSE75364	27653680				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304006']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066623']
GSE75367	27556950				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304018']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066632']
GSE75369	27791031	['GSE75372']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304011']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066626']
GSE75428	28432397				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304246']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066716']
GSE75432	26733251				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304282']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066729']
GSE75440	26724866; 34108682				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304717']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066895']
GSE75452						['https://www.ncbi.nlm.nih.gov/sra?term=SRP066737']
GSE75478	28319093				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304408']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066781']
GSE75487	27044866	['GSE75492']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304414']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066794']
GSE75489	27044866	['GSE75492']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304419']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066789']
GSE75491	27044866	['GSE75492']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304418']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066793']
GSE75515	27503929; 29405118				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304449']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066811']
GSE75524	26659664				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304465']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066818']
GSE75530	26668391				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305580']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067214']
GSE75591	26542979				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304643']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066865']
GSE75602	26828195; 37407818				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304927']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066956']
GSE75627	26751173				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304752']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066917']
GSE75652	26780400				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304982']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066959']
GSE75664	28786813				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305002']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066968']
GSE75665	28611780				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305001']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066966']
GSE75688	28474673				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305054']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066982']
GSE75699	27595231; 29890143				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305099']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP066992']
GSE75719	27282387				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305155']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067012']
GSE75733	27365365				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305235']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067050']
GSE75741	28977470	['GSE75743']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305261']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067026']
GSE75742	28977470	['GSE75743']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305260']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067025']
GSE75746	28394930				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305266']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067017']
GSE75747	28394930				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305265']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067018']
GSE75748	27534536				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305280']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067036']
GSE75792	27257258				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305363']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067119']
GSE75797	27281208				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305397']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067129']
GSE75823	27156886				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305438']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067154']
GSE75839	26598604				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305514']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067173']
GSE75844	26957556				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305520']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067175']
GSE75852	29081736				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305532']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067184']
GSE75853	27174990	['GSE69291']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305540']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067186']
GSE75859	27364557				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305534']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067192']
GSE75885	27528700				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305611']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP059536', 'https://www.ncbi.nlm.nih.gov/sra?term=SRP057793']
GSE75906	28157484	['GSE75912']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305689']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067252']
GSE75935	26735499; 35619151				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305745']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067276']
GSE75949					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305762']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067289']
GSE75956	27651314				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305853']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067321']
GSE75962	27733505	['GSE75964']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305863']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067329']
GSE75990	28564607				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305907']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067352']
GSE76011	27475528				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA305997']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067392']
GSE76023	27912097				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306029']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067400']
GSE76025					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306028']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067401']
GSE76098	27874032				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306224']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067492']
GSE76122	27564458				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306361']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067526']
GSE76125	26848154				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306369']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067529']
GSE76151	27151978				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306484']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067568']
GSE76199	27100670				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306616']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067630']
GSE76203	28723562				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306622']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067631']
GSE76220	29881994				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306659']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067645']
GSE76234	26541609				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306683']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067661']
GSE76240	28242760	['GSE89893']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306694']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067666']
GSE76268	26977395				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306754']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067701']
GSE76271	28068325				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306771']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067706']
GSE76284	27281217				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308187']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068190']
GSE76307	26981430				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306863']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067748']
GSE76308	27524441				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306865']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067751']
GSE76312	28504724				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306878']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067759']
GSE76314	27089514				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306880']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067762']
GSE76326	28548877	['GSE76327']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306915']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067922']
GSE76367	27117702				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307106']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067836']
GSE76371	26862702				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307108']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067837']
GSE76377	26808453	['GSE76378']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307117']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067843']
GSE76389	27218149				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307235']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067926']
GSE76421	27216293				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307243']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067913']
GSE76433	26818199				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307273']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067934']
GSE76445	28123869; 32943450				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307316']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067960']
GSE76453		['GSE76460']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307350']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP067977']
GSE76464	27851970				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307457']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068016']
GSE76476	27104978	['GSE71468']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307630']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068106']
GSE76487	26883358	['GSE76488']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307562']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068014']
GSE76490	27730449				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307570']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068017']
GSE76495	27852650	['GSE76496']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307572']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068023']
GSE76507	26960573				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307589']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068046']
GSE76511	28783704				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307597']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068057']
GSE76523	26981572	['GSE76525']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307622']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068078']
GSE76528	26973449	['GSE76531']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307652']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068092']
GSE76572					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308072']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068139']
GSE76586	27299313				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308103']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068151']
GSE76608	26944194	['GSE98515']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308136']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068163']
GSE76626	27926872	['GSE81674']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308197']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068192']
GSE76627	28329689	['GSE76629']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308199']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068194']
GSE76647	27907090				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308226']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068208']
GSE76656	27197205	['GSE76657']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308240']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068213']
GSE76661	28107649				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308285']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068227']
GSE76663	28963481				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308287']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068229']
GSE76682	27183470	['GSE76685']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308426']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068279']
GSE76683	27183470	['GSE76685']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308425']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068278']
GSE76684	27183470	['GSE76685']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308424']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068281']
GSE76688	27618450; 30275516				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308317']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068243']
GSE76712	27495158	['GSE76718']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308442']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068284']
GSE76717	27495158	['GSE76718']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308452']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068292']
GSE76743	27063004				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308482']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068307']
GSE76747	26927674	['GSE76750']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308493']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068318']
GSE76801					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308604']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068373']
GSE76860	27196599	['GSE76861']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308805']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068450']
GSE76877					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308839']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068467']
GSE76878	28542170				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308838']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068468']
GSE76883		['GSE76887']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308853']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068475']
GSE76922	30559385				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308940']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068513']
GSE76931	26974154				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308961']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068523']
GSE76947	27928057				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309122']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068565']
GSE76970	26853856				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309166']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068579']
GSE76978	27846391; 39705535				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309171']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068584']
GSE76980	26971820					['https://www.ncbi.nlm.nih.gov/sra?term=SRP067928']
GSE76987	27026680				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309180']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068591']
GSE76998					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309235']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068639']
GSE77032	27573823				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309303']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068678']
GSE77034	27573823				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309301']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068677']
GSE77039	27401066				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309305']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068679']
GSE77088	26850658				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309415']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068722']
GSE77108	28886276				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309443']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068733']
GSE77120					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309498']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068760']
GSE77128	28408459				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309525']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068773']
GSE77131	26913521	['GSE77136']				['https://www.ncbi.nlm.nih.gov/sra?term=SRP068304']
GSE77140	29523690				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309541']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068779']
GSE77219					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309769']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068912']
GSE77229	28399412	['GSE77230']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309820']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068924']
GSE77250					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309855']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068934']
GSE77251	28192603	['GSE77252']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309856']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068937']
GSE77260	27631473				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309966']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068942']
GSE77261	29100376				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309884']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068943']
GSE77282	27571552				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309998']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068969']
GSE77284	28649425				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309967']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068952']
GSE77288	28045081				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA309972']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068957']
GSE77308	27066863				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA310000']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068970']
GSE77312	27353028				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA310005']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068972']
GSE77314	27119355				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA310012']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068976']
GSE77315	27259150	['GSE77401']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA310015']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP068977']
GSE77317	27259150	['GSE77401']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA310096']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP069008']
GSE77347	27259150	['GSE77401']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA310107']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP069011']
GSE77352	26925584				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA310114']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP069018']
GSE77356	27460974				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA310128']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP069027']
GSE77370	27163456	['GSE77371']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA310177']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP069052']
