gse	pmid	subseries	superseries	affiliation	BioProject	SRA
GSE49110	25288732; 28348226				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA213025']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028155']
GSE49133	24836610	['GSE49134']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA213130']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028170']
GSE49155	24618292				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA213155']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028180']
GSE49159	26663515				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA213182']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028190']
GSE49247	24564826				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA213398']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028255']
GSE49295	24019458				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA213558']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028282']
GSE49339	23453015; 24284625				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA213675']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028325']
GSE49601	22431509; 24069164	['GSE48173']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA214428']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028554']
GSE49608	25043050	['GSE49649']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA214464']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028570']
GSE49642	24069164; 26834243; 26968532	['GSE48173', 'GSE67040']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA214592']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028594']
GSE49712	24020486	['GSE47792']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA214799']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028705']
GSE49831	24417896				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA215685']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028887']
GSE49833	24875481	['GSE44039']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA215056']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028814']
GSE49834	24670763; 27455346				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA215055']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028815']
GSE49890		['GSE49893']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA215253']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028822']
GSE49994	24256510; 24256544; 24328083; 24261934				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA215765']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028902']
GSE50064	25486198				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA215929']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP028963']
GSE50174	24770949				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA216966']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029207']
GSE50177	24077223				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA217298']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029245']
GSE50243	24360957				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA217329']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029259']
GSE50244	25015099; 25201977; 25489054; 28637794; 31550518; 33402679	['GSE50398']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA217347']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029262']
GSE50386	23434589				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA217397']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029281']
GSE50491	24763052				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA217765']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029365']
GSE50499	25464849				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA217781']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029367']
GSE50514	24416450				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA217945']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029452']
GSE50535	24670642				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA217909']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029434']
GSE50580	24407421	['GSE50583']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA217983']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029513']
GSE50582	24407421	['GSE50583']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA217982']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029515']
GSE50599	24273302; 27105427				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA218059']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029592']
GSE50630	25189356				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA218119']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029603']
GSE50676	24476892				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA218468']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029656']
GSE50721	24142927	['GSE50724']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA218585']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029739']
GSE50760	25049118; 27152521; 31578316; 38816545				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA218851']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029880']
GSE50792	24362841; 24504737; 25416278	['GSE39118']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA218926']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029899']
GSE50893	24136358				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA219683']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP030041']
GSE50957	27506615				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA219425']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029990']
GSE50958	24566867				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA219427']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP029992']
GSE51005	25519703				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA219507']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP030027']
GSE51124	24278466				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA221234']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP030401']
GSE51217	24213537				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA221646']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP030475']
GSE51254	24141493				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA222225']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP030617']
GSE51261	25263594				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA222299']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP030639']
GSE51310	24127591	['GSE51312']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA227208']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032812']
GSE51403	24319002				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA222975']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP031476']
GSE51415	24076275; 24519855				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA222994']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP031478']
GSE51428	24897521				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA223155']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP031503']
GSE51443	25464849				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA223177']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP031507']
GSE51518	25977295	['GSE51519']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA223350']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP031776']
GSE51584	25070500				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA223608']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP031849']
GSE51607	24129406				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224073']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP031858']
GSE51633	24360279				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224140']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP031885']
GSE51684	24170860	['GSE51741']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224740']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032165']
GSE51827	25013076; 25171411				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA225522']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032343']
GSE51878	24578380				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA225652']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032363']
GSE51924	24374217				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229487']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033239']
GSE51975	24612742				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA225955']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032456']
GSE51984	26834243				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA225999']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032455']
GSE52036	24971714				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA226275']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032510']
GSE52077					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA226708']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032559']
GSE52082	24389009	['GSE52084']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA226644']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032539']
GSE52090	24381246				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA226648']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032542']
GSE52133	24239284				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA226995']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032743']
GSE52148	24681958	['GSE52149']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA227025']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032754']
GSE52194	22355776; 23604310; 23884293				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA227137']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032789']
GSE52201	25482560				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA230632']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033511']
GSE52202	24154603				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA227155']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032798']
GSE52248	24735754				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA227275']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032833']
GSE52249	24375627	['GSE52251']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA227902']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032928']
GSE52285	25931448				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA227344']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032942']
GSE52367	24774536				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA227505']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032989']
GSE52385	24486609				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA227746']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP032999']
GSE52429	25268989				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA228915']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033057']
GSE52431	24315443				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA228920']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033078']
GSE52447	24336223				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229103']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033119']
GSE52463	24647608				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229054']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033095']
GSE52490	24257595; 30080890				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229100']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033117']
GSE52530	24631284	['GSE52531']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229375']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033131']
GSE52642	25352550				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229559']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033253']
GSE52643					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229558']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033250']
GSE52656	26834243; 26968532	['GSE67040']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229548']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033266']
GSE52657	24412311	['GSE52658']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229743']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033267']
GSE52665	25088949				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229761']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033271']
GSE52666					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229762']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033276']
GSE52687	24388747	['GSE52689']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229803']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033282']
GSE52695	25351346	['GSE52744']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229843']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033296']
GSE52716	25519510	['GSE52717']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229892']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033309']
GSE52734	24361893				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229946']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033330']
GSE52742	24975796				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229960']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033335']
GSE52745	24452013				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229959']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033336']
GSE52778	24926665; 36599824				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA229998']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033351']
GSE52834					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA230267']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033393']
GSE52848	25512559; 27457071				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA230352']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033401']
GSE52912	25839189				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA230454']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033432']
GSE52934	25105596				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA230514']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033466']
GSE52946	25381879	['GSE52947']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA230511']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033464']
GSE52973	25366541	['GSE52977']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA230611']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033498']
GSE52975	25366541	['GSE52977']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA230612']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033502']
GSE53024	24367927	['GSE53026']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA230693']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033535']
GSE53066					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA230789']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033559']
GSE53080	25012294	['GSE53081']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA230811']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033566']
GSE53094	25008523	['GSE53096']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA230824']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033569']
GSE53172	25362856				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231040']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033646']
GSE53220	24465609				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231155']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033711']
GSE53239	24393808				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231202']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP033725']
GSE53279	25146723	['GSE53281']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231560']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034008']
GSE53280	25146723	['GSE53281']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231559']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034009']
GSE53292	25960542				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231615']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034011']
GSE53300	25212826				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231626']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034017']
GSE53327	25561518	['GSE53328']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231724']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034158']
GSE53330		['GSE53332']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231731']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034163']
GSE53350	24498386				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231774']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034516']
GSE53356	25512559; 27457071				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231833']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034541']
GSE53370					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231850']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034528']
GSE53391	24766809				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231905']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034547']
GSE53419					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231945']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034564']
GSE53439	24088671	['GSE78871']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231994']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034586']
GSE53450	24593312	['GSE53452']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232040']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034592']
GSE53463	25274727				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232055']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034599']
GSE53470	25332240				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232070']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034601']
GSE53481	24371808				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232086']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034606']
GSE53499	25813522				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232137']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034626']
GSE53510					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232177']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034634']
GSE53532	24639548; 28819152	['GSE53533']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232305']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034657']
GSE53554	24696455				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232376']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034666']
GSE53567	27162171				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232387']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034672']
GSE53586	28539638				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232459']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034691']
GSE53635	24442673				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232527']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034711']
GSE53638					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232531']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034712']
GSE53665	25306899				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232601']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034736']
GSE53667	24736721				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232603']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034737']
GSE53695	26894958	['GSE53699']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232671']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034829']
GSE53696	26894958	['GSE53699']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232670']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034830']
GSE53697	26894958	['GSE53699']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232669']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034831']
GSE53698	26894958	['GSE53699']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA232668']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034832']
GSE53837	25326100				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA255115']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP044271']
GSE53844	25896974				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA233524']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP034953']
GSE53949	24379348				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA234026']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035268']
GSE54066	24582926				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA234510']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035387']
GSE54074	24990076				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA234528']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035391']
GSE54112	25905630				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA235198']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035417']
GSE54114	24582499				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA235199']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035419']
GSE54122					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA235273']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035461']
GSE54136					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA235293']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035464']
GSE54159	24490137	['GSE54174']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA235326']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035477']
GSE54178	24594682	['GSE54179']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA235341']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035482']
GSE54201					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA235876']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035503']
GSE54308	25121757				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA236130']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035599']
GSE54322	25030175				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA236350']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035641']
GSE54333	24782521; 25524705; 25602132	['GSE54334']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA236220']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035617']
GSE54384	24602777				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA236375']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035665']
GSE54392					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA236383']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035670']
GSE54401	24744378				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA236397']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035679']
GSE54409	24704492				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA236453']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035862']
GSE54416	26597759; 32555637				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA236463']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035883']
GSE54460	24713434				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA237581']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP036848']
GSE54478	25242324	['GSE60131']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA236604']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP035930']
GSE54505	25716682				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA236738']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP036035']
GSE54511	25896974				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA236775']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP036053']
GSE54602	24781209; 25115705				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA237119']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP036133']
GSE54641		['GSE54654']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA237246']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP036166']
GSE54733	24578530				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA237515']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP036790']
