human_gse,mouse_gse,jaccard,containment,overlap_count,shared_cuis,human_title,mouse_title
GSE52285,GSE86318,0.2702702702702703,0.4545454545454545,10,"['C0017262', 'C0017263', 'C0185117', 'C0543419', 'C1160700', 'C1280500', 'C1301751', 'C1368999', 'C1517486', 'C2348382']",A Werner syndrome stem cell model unveils heterochromatin alterations as a driver of human aging,Effect of SWELL1 gene deletion on gene expression in adipocytes
GSE69333,GSE107592,0.2702702702702703,0.4761904761904761,10,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C5552813']",TET-catalyzed 5-hydroxymethylcytosine regulates gene expression in differentiating colonocytes and colon cancer,Gene expression profiling of mouse BMPR1B+ chondrocytes
GSE71645,GSE55590,0.2702702702702703,0.5,10,"['C0010453', 'C0020792', 'C0205396', 'C1706355', 'C1707660', 'C2242979', 'C2986383', 'C4053868', 'C4086963', 'C4760607']",Identification of global regulators of T-helper cell lineage specification (RNA-Seq),Identification of activity-induced genes in cortical inhibitory neurons (RNA-Seq)
GSE73934,GSE72480,0.2702702702702703,0.5882352941176471,10,"['C0004561', 'C0007634', 'C0017262', 'C0023172', 'C0185117', 'C0524983', 'C2911684', 'C3854321', 'C3899739', 'C4699379']",Transcriptome profiling of HEK 293T Dicer -/- cells with or without VP55,Differential expression of GFP+ and RFP+ TriPyMT cells
GSE74029,GSE86318,0.2702702702702703,0.4545454545454545,10,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1280500', 'C1301751', 'C1517486', 'C2348382', 'C4086963', 'C4760607']",Quadruplex ligand Tetra-Pt(bpy) Induces the Death of Human ALT Cancer Cells by Inhibiting Homologue Recombination-Mediated Telomere Elongation,Effect of SWELL1 gene deletion on gene expression in adipocytes
GSE74031,GSE106895,0.2702702702702703,0.5882352941176471,10,"['C0004561', 'C0007634', 'C0023172', 'C0524983', 'C0752248', 'C1449575', 'C1956267', 'C3899739', 'C4055498', 'C5552813']",Genes regulated by dimethyl-2-ketoglutarate (DKG) in breast cancer cells,Gene expression profiling of mouse macrophages following IRF2 knockdown
GSE74270,GSE70896,0.2702702702702703,0.5555555555555556,10,"['C0017262', 'C0017263', 'C0162327', 'C0162801', 'C0185117', 'C0917793', 'C1160700', 'C1294197', 'C1517486', 'C4086963']","RNA sequencing of Formalin-Fixed, Paraffin-Embedded Specimens for Gene Expression Quantification and Data Mining",RNA sequencing of olfactory bulb projection neurons in neurotensin-GFP (NTS-GFP) mice at different developing time points
GSE77140,GSE74111,0.2702702702702703,0.5555555555555556,10,"['C0752248', 'C1449575', 'C1883559', 'C1956267', 'C4055498', 'C4331207', 'C4527431', 'C5444688', 'C5552813', 'C5555096']",Gene expression profiles of rescue with wild type or SUMO double mutant TRIM24,Transcriptome analysis of mouse embryonic stem cells upon PARP-1 knockout.
GSE81817,GSE63404,0.2702702702702703,0.4761904761904761,10,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1519249', 'C3853789', 'C3898448']",Glutamine Deficiency Occurs in Regions of Solid Tumours and Promotes Dedifferentiation through Inhibition of Histone Demethylation,U2AF35(S34F) Promotes Transformation by Directing Aberrant ATG7 Pre-mRNA 3â End Formation
GSE83939,GSE75936,0.2702702702702703,0.5555555555555556,10,"['C0017262', 'C0035173', 'C0185117', 'C0220825', 'C0752248', 'C1261322', 'C1292732', 'C1449575', 'C1552578', 'C5552813']",mRNA-seq analysis of HCT116 cells following gene overexpression of IDO1 with or without Indole treatment,Gene expression profiles of Id3lo and Id3hi regulatory T cells
GSE84358,GSE78971,0.2702702702702703,0.4545454545454545,10,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882']",RNA-seq of ASXL2 shRNA KD in SKNO-1 cells,Transcriptome of WT mouse embryonic stem cells
GSE84358,GSE78974,0.2702702702702703,0.4545454545454545,10,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882']",RNA-seq of ASXL2 shRNA KD in SKNO-1 cells,Transcriptome of new DGCR8_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach
GSE84706,GSE63404,0.2702702702702703,0.4761904761904761,10,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1519249', 'C3853789', 'C3898448']",Experimental validation of candidate regulators of KRAS transcriptional components.,U2AF35(S34F) Promotes Transformation by Directing Aberrant ATG7 Pre-mRNA 3â End Formation
GSE86846,GSE41265,0.2702702702702703,0.4761904761904761,10,"['C0017260', 'C0017387', 'C0035687', 'C0040649', 'C0851285', 'C1136156', 'C1519595', 'C1523987', 'C1537811', 'C2610186']",Global Regulation of Alternative RNA Splicing by the SR-Rich Protein RBM39,Single-cell transcriptomics reveals widespread heterogeneity in gene regulation and RNA processing in stimulated immune cells
GSE86867,GSE93787,0.2702702702702703,0.4347826086956521,10,"['C0017262', 'C0185117', 'C0441889', 'C0456079', 'C1547707', 'C2911684', 'C3854321', 'C4699379', 'C5551416', 'C5551417']",Expression level comparison under dividing and quiescent states in human primary fibroblasts,Diverse Non-Genetic Allele Specific Expression Effects Shape Genetic Architecture at the Cellular Level in the Mammalian Brain [HybridMouseDRN]
GSE87456,GSE72521,0.2702702702702703,0.7142857142857143,10,"['C0026661', 'C0035696', 'C0205409', 'C0750927', 'C0887945', 'C0887955', 'C1548221', 'C1764827', 'C3898448', 'C4706387']",Hypoxic transcriptome of SQ20B human head and neck cancer cells,Regulation of Lin28b and let-7 in developmental myelopoiesis
GSE93330,GSE67750,0.2702702702702703,0.4761904761904761,10,"['C0001688', 'C0017262', 'C0017263', 'C0185117', 'C0543419', 'C0879626', 'C1160700', 'C1280500', 'C1517486', 'C4277541']",Novel Non-catalytic Substrate-selective p38Î±-specific MAPK Inhibitors with Endothelial-Stabilizing and Anti-inflammatory Activity,Chronic haloperidol effects on gene expression in mouse [RNA-seq]
GSE96714,GSE73803,0.2702702702702703,0.5,10,"['C0009932', 'C0243148', 'C0308718', 'C0543419', 'C0728976', 'C1280500', 'C1301751', 'C1368999', 'C1547100', 'C2348382']",RNA_seq and Ribo_seq analyses of control and Nutlin3a-treated MCF7 cells (20 hrs),Effect of LSD1 depletion on gene expression in oocytes
GSE70803,GSE70725,0.2698412698412698,0.4358974358974359,17,"['C0007634', 'C0017262', 'C0035668', 'C0039798', 'C0087111', 'C0185117', 'C1522326', 'C1533734', 'C1705169', 'C1883559', 'C2700323', 'C2911684', 'C3854321', 'C4086963', 'C4699379', 'C5205215', 'C5444688']",Total RNA profiles associated with DDX3 wild-type (WT) or R534H variant expression with or without sodium arsenite treatment [RNA-seq],RNA sequencing of Taf4+/+ and Taf4-/- cells in their pluripotent state as well as 3 timepoints during the formation of neurons
GSE80727,GSE48109,0.2698412698412698,0.4358974358974359,17,"['C0002778', 'C0008972', 'C0017262', 'C0017263', 'C0185117', 'C0557651', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1160700', 'C1517486', 'C1524024', 'C1705923', 'C2603343', 'C4086963', 'C4760607']","Utilizing single-cell variations to reveal environment-dependent tuning of network connectivity in human macrophages (RNA-Seq, CAGE and ChIP-Seq)",RNA-seq analysis of gene expression in male and female mouse liver
GSE85840,GSE84448,0.2698412698412698,0.4722222222222222,17,"['C0004793', 'C0007600', 'C0022827', 'C0026661', 'C0035696', 'C0040649', 'C0162326', 'C0162327', 'C0392747', 'C0443172', 'C0679846', 'C0887945', 'C0887955', 'C1512140', 'C1519249', 'C3853789', 'C3898448']","Transcriptional changes induced by Brd4 inhibitor, AZD5153, in cancer cell lines","Global transcriptome profiling of the 889PF mouse pleural fluid disseminating tumour cell-derived cell line, with or without Cd109 knockdown"
GSE55296,GSE63961,0.2692307692307692,0.5,14,"['C0002778', 'C0008972', 'C0018017', 'C0557651', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1524024', 'C1571704', 'C1705923', 'C1707455', 'C2603343', 'C3178810']",RNA-seq analysis of human heart failure,Analysis of wildtype and Csnk2b-deficient Foxp3+ regulatory T cells transcriptomes
GSE55296,GSE94257,0.2692307692307692,0.5,14,"['C0002778', 'C0008972', 'C0557651', 'C0752248', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1524024', 'C1705923', 'C2603343', 'C3178810', 'C4086963', 'C4760607']",RNA-seq analysis of human heart failure,"Next generation sequencing analyses of transcriptomes of 3T3-L1 adipocytes treated with DF, an anti-obesity multi-herbal composition"
GSE66895,GSE70904,0.2692307692307692,0.7368421052631579,14,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0205245', 'C0542341', 'C0887909', 'C0887945', 'C0887955', 'C1519249', 'C2700217', 'C3853789', 'C3898448']",Disease-Associated SNPs From non-Coding Regions in Juvenile Idiopathic Arthritis Are Located Within or Adjacent to Functional Genomic Elements of Human Neutrophils and CD4+ T Cells [RNA-Seq],Eed inactivation in Cdkn2a-null MLL-AF9 transformed cells
GSE92723,GSE78971,0.2692307692307692,0.6363636363636364,14,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C1707455', 'C1883559', 'C2603343', 'C2930505', 'C2979882', 'C5205215', 'C5444688']",Transcriptome analysis for KDM6A mutated urothelial bladder carcinoma and EZH2 inhibitor treated KDM6A mutated urothelial bladder carcinoma,Transcriptome of WT mouse embryonic stem cells
GSE105783,GSE100570,0.2692307692307692,0.4666666666666667,7,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1571704', 'C1705923', 'C2603343']",Transcriptional change of HTR8/Svneo cells over expressed with PLAC8-EGFP,RNA-Seq analysis of iMOS T1-Myc ESC mosaic cultures
GSE105783,GSE69278,0.2692307692307692,0.4666666666666667,7,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1571704', 'C1705923', 'C2603343']",Transcriptional change of HTR8/Svneo cells over expressed with PLAC8-EGFP,H3K36 mutations promote sarcomagenesis through genome-wide remodeling of H3K36 and H3K27 methylation [RNA_H31K36M_H33LAIMR]
GSE48603,GSE62573,0.2692307692307692,0.5,7,"['C0026661', 'C0035696', 'C0752248', 'C0887945', 'C0887955', 'C3178810', 'C3898448']",Transcriptome and Translatome Profiling of Caco-2 cells,Identifying synaptically enriched mRNA by using next generation sequencing
GSE55259,GSE33921,0.2692307692307692,0.5833333333333334,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",RNA-seq  from paired human CRC/control mucosa samples,RNA-Seq from two-cell (2C) stage embryos
GSE59819,GSE101732,0.2692307692307692,0.5384615384615384,7,"['C0009932', 'C0162327', 'C0243148', 'C0308718', 'C0728976', 'C1547100', 'C4086963']",Ribosome profiling and RNA sequencing of U2OS cells overexpressing myc,RNA-sequencing of Mbd3-null and control haematopoietic stem cell and lymphoid progenitor cell populations
GSE62526,GSE71873,0.2692307692307692,0.5833333333333334,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Gene expression profiling of melanoma cell lines by high throughput sequencing,Genome-wide analysis of gene expression using in vitro cultured control and Lats1/2 deficient hepatoblasts [RNA-Seq]
GSE72501,GSE88967,0.2692307692307692,0.7,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Ro60-knockout cells,Expression changes following conditional deletion of SMARCA4 (Brg) in mouse embryonic stem cells [RNA-seq]
GSE74639,GSE86083,0.2692307692307692,0.5384615384615384,7,"['C0017262', 'C0185117', 'C2911684', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",RNA-Seq of Single Lung Circulating Tumor Cells (CTCs) and primary Tumor Cells from an orthotopic lung xenograft model,Polycomb-mediated axial patterning requires nucleosome compaction [RNA-seq]
GSE76683,GSE86083,0.2692307692307692,0.5384615384615384,7,"['C0017262', 'C0185117', 'C2911684', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",RNA-seq expression data from FL-HSPCs after HOXA7 knockdown,Polycomb-mediated axial patterning requires nucleosome compaction [RNA-seq]
GSE80829,GSE101732,0.2692307692307692,0.5384615384615384,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Gene expression profiling of melanoma cell lines by RNASeq,RNA-sequencing of Mbd3-null and control haematopoietic stem cell and lymphoid progenitor cell populations
GSE80829,GSE57654,0.2692307692307692,0.5384615384615384,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Gene expression profiling of melanoma cell lines by RNASeq,Gene expression by RNA_Seq
GSE85008,GSE87758,0.2692307692307692,0.5,7,"['C0017262', 'C0185117', 'C2911684', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",mRNA sequencing in acute myeloid leukemia (AML) cells with and without knockdown of FTO,Intersectionally labeled Drd2-Pet1 single-neuron RNA-seq
GSE87456,GSE62573,0.2692307692307692,0.5,7,"['C0026661', 'C0035696', 'C0752248', 'C0887945', 'C0887955', 'C3178810', 'C3898448']",Hypoxic transcriptome of SQ20B human head and neck cancer cells,Identifying synaptically enriched mRNA by using next generation sequencing
GSE87581,GSE33921,0.2692307692307692,0.5833333333333334,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",RNA-seq in endometrial stromal tumors,RNA-Seq from two-cell (2C) stage embryos
GSE92592,GSE101712,0.2692307692307692,0.4375,7,"['C0009932', 'C0162327', 'C0243148', 'C0308718', 'C0728976', 'C1547100', 'C4086963']",mRNA Sequencing of Ideopathic Pulmonary Fibrosis (IPF) and Control Samples from the Lung Tissue Research Consortium (LTRC),Single cell RNA-sequencing of Mbd3-null and control lymphoid progenitor cells
GSE94631,GSE33921,0.2692307692307692,0.5833333333333334,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Epigenome comparisons reveal linkage between gene expression and developmental remodeling of chromatin domain topology,RNA-Seq from two-cell (2C) stage embryos
GSE95455,GSE69407,0.2692307692307692,0.7,7,"['C4086963', 'C4527431', 'C4760607', 'C5205215', 'C5205297', 'C5447528', 'C5555096']",Assessing the impact of the R252W Charcot-Marie-Tooth disease mutation in MORC2 on HUSH-mediated repression,Transcriptomic characters of different pregnancy outcomes in CpG-induced nonobese diabetic mice and wild-type controls
GSE97513,GSE101712,0.2692307692307692,0.4375,7,"['C0009932', 'C0243148', 'C0308718', 'C0728976', 'C1547100', 'C4086963', 'C4760607']",RNA-seq analysis in knockdown Jurkat samples for each factor of TAL1 complex,Single cell RNA-sequencing of Mbd3-null and control lymphoid progenitor cells
GSE99028,GSE90654,0.2692307692307692,0.5833333333333334,7,"['C0009932', 'C0243148', 'C0308718', 'C0728976', 'C1547100', 'C4086963', 'C4760607']",Expression profiling of etoposide-induced senescent cells,RNA-seq analysis of RNA from DBA/2J retinal ganglion cells
GSE102718,GSE70863,0.2682926829268293,0.4230769230769231,11,"['C0008972', 'C0557651', 'C0596508', 'C0947630', 'C1171346', 'C1512140', 'C1705923', 'C1849394', 'C2603343', 'C4086963', 'C4760607']",RNA-seq Analysis of Tfcp2l1ÎCP2-regulated Genes in Human ESCs,Systematic Identification of Factors Crucial for Provirus Silencing in Embryonic Stem Cells (RNA-seq)
GSE104736,GSE99164,0.2682926829268293,0.5238095238095238,11,"['C0004561', 'C0007634', 'C0023172', 'C0162327', 'C0162801', 'C0524983', 'C0917793', 'C1294197', 'C3178810', 'C3899739', 'C4086963']",Non-synchronized cell cycle transcriptomics in U2OS and HeLa cancer cells,Next Generation Sequencing  Quantitative Analysis of Tshz1GFP/+ and Tshz1GFP/RA purified amygdalar ITCs
GSE61071,GSE74381,0.2682926829268293,0.5238095238095238,11,"['C0009932', 'C0205396', 'C0243148', 'C0308718', 'C0370079', 'C0552545', 'C0728976', 'C0752248', 'C1547100', 'C1550043', 'C5236074']",Transcriptome wide identification of retained introns upon depletion of the splicing factors SNW1 or PRPF8,Gene expression profiling of sciatic nerves from Zeb2cKO and control mice
GSE63733,GSE68846,0.2682926829268293,0.44,11,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1519249', 'C3853789', 'C3898448', 'C4086963']",RNA-seq data from six cell types for cell type phylogenetics,RNA sequencing of ILK-deficient hair follicle bulge stem cells
GSE76684,GSE84480,0.2682926829268293,0.4782608695652174,11,"['C0017262', 'C0185117', 'C1511726', 'C1546437', 'C2911684', 'C3245479', 'C3714741', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",RNA-seq expression data from EB-HSPCs after HOXA7 overexpression,PCGF6-PRC1 suppresses premature differentiation of embryonic stem cells by silencing germ cell-related genes [RNA-Seq]
GSE84531,GSE69709,0.2682926829268293,0.6111111111111112,11,"['C0004793', 'C0017262', 'C0017263', 'C0162326', 'C0162327', 'C0185117', 'C1160700', 'C1517486', 'C1519249', 'C3853789', 'C5417695']",RNAseq from disomic and trisomic T cells and monocytes,"RNAseq in E18.5 wild-type, Nova2-KO, and Nova1-KO mouse cortex and mid- and hind-brain"
GSE93904,GSE77717,0.2682926829268293,0.55,11,"['C0205409', 'C0750927', 'C0752248', 'C1449575', 'C1548221', 'C1764827', 'C1956267', 'C4055498', 'C4086963', 'C4706387', 'C5552813']",Gene expression profile of CRC-derived HILEC,RNA-Seq of Kidney Glomeruli from Type 2 diabetic (db/db) and non-diabetic mice
GSE94120,GSE72129,0.2682926829268293,0.4230769230769231,11,"['C0008972', 'C0018017', 'C0557651', 'C0871261', 'C0947630', 'C1704632', 'C1705923', 'C1706817', 'C2603343', 'C2911692', 'C3844738']",Transcriptome-wide response to synthetic chromatin protein PcTF,Next Generation Sequencing Facilitates Quantitative Analysis of Sensory Neurons Transcriptomes in response to Trophic Withdrawal
GSE97632,GSE65731,0.2682926829268293,0.5789473684210527,11,"['C0004561', 'C0007634', 'C0023172', 'C0025723', 'C0524983', 'C0597415', 'C1159269', 'C3548902', 'C3899739', 'C4086963', 'C4760607']",Methylation DNA mediated KLF4 binding activity in glioblastoma cells,Comprehensive role of Zfp217 in m6A methylation [RNA-seq]
GSE47095,GSE103246,0.2678571428571428,0.5,15,"['C0004793', 'C0025914', 'C0025929', 'C0026661', 'C0026809', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1331371', 'C1455722', 'C1519249', 'C3853789', 'C3898448']",A Large-Scale RNAi-Based Mouse Tumorigenesis Screen Identifies    New Lung Cancer Tumor Suppressors that Repress FGFR Signaling,RNAseq in control and shQk KD mouse neural stem cells
GSE47095,GSE35616,0.2678571428571428,0.5,15,"['C0004793', 'C0025914', 'C0025929', 'C0026661', 'C0026809', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1331371', 'C1455722', 'C1519249', 'C3853789', 'C3898448']",A Large-Scale RNAi-Based Mouse Tumorigenesis Screen Identifies    New Lung Cancer Tumor Suppressors that Repress FGFR Signaling,Sip1 in cortical interneuron migration
GSE64854,GSE77541,0.2678571428571428,0.5555555555555556,15,"['C0004561', 'C0007634', 'C0017262', 'C0023172', 'C0185117', 'C0205409', 'C0524983', 'C0750927', 'C1548221', 'C1764827', 'C2911684', 'C3854321', 'C3899739', 'C4699379', 'C4706387']",Expression by CD133+ cells isolated from the adult human exocrine pancreas,Genome-wide expression profile in Fh1-competent vs Fh1-deficient mouse kidney cells
GSE83321,GSE55190,0.2678571428571428,0.5,15,"['C0002778', 'C0009932', 'C0017262', 'C0017263', 'C0185117', 'C0243148', 'C0308718', 'C0728976', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024', 'C1547100']",Next Generation Sequencing Analysis of control and DEHP exposure HepG2 cell Transcriptomes,JNK-mediated control of gene expression in liver
GSE77466,GSE33141,0.2669902912621359,0.6111111111111112,55,"['C0002778', 'C0008630', 'C0008972', 'C0010992', 'C0012737', 'C0017262', 'C0017337', 'C0018017', 'C0025663', 'C0025664', 'C0079429', 'C0162801', 'C0171406', 'C0185117', 'C0205174', 'C0205396', 'C0333288', 'C0370079', 'C0439855', 'C0449851', 'C0552545', 'C0557651', 'C0681836', 'C0752248', 'C0814926', 'C0871511', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1294197', 'C1417679', 'C1513400', 'C1519941', 'C1522740', 'C1524024', 'C1550043', 'C1561491', 'C1704241', 'C1705923', 'C1710679', 'C1880022', 'C1881045', 'C2245017', 'C2603343', 'C2936624', 'C3640979', 'C3714634', 'C3858752', 'C4086963', 'C4723641', 'C4760607', 'C5236074', 'C5552813', 'C5667317']",A comparison of gene expression between lesional and non-lesional derived keratinocytes of Hailey-Hailey disease patients.,Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and Nrl-/- Retinal Transcriptomes
GSE69175,GSE56284,0.2666666666666666,0.5,56,"['C0008972', 'C0009932', 'C0017262', 'C0024706', 'C0025237', 'C0025914', 'C0025929', 'C0026183', 'C0026327', 'C0026609', 'C0026610', 'C0026809', 'C0026847', 'C0026882', 'C0027884', 'C0037925', 'C0043116', 'C0085084', 'C0152109', 'C0205251', 'C0243148', 'C0308718', 'C0392760', 'C0393538', 'C0441889', 'C0557651', 'C0596611', 'C0728976', 'C0947630', 'C1171362', 'C1314939', 'C1367455', 'C1413052', 'C1413131', 'C1415374', 'C1415376', 'C1417166', 'C1420257', 'C1515670', 'C1547100', 'C1550472', 'C1611820', 'C1619811', 'C1700794', 'C1705285', 'C1705923', 'C1706550', 'C1879646', 'C2603343', 'C4024957', 'C4048187', 'C4086963', 'C4284041', 'C4505109', 'C5237010', 'C5444885']",Selective Death in Spinal Muscular Atrophy: Genome-Wide RNA-Seq Using Purified Patient-Derived Motor Neurons,Transcriptome profiling of severe spinal muscular atrophy mouse embryonic stem cell-derived motor neurons
GSE54760,GSE70723,0.2666666666666666,0.4444444444444444,16,"['C0002793', 'C0007589', 'C0017262', 'C0185117', 'C0332173', 'C0439228', 'C0439505', 'C1159442', 'C1511938', 'C1561538', 'C1561539', 'C2911684', 'C2945687', 'C3854321', 'C4086963', 'C4699379']",Orphan nuclear receptor TR4 uses non-equivalent binding sites to regulate gene targets from proximal and distal transcriptional regulatory elements during human definitive erythropoiesis [RNA-seq],RNA sequencing of Taf4+/+ and Taf4-/- cells in 1 timepoint during the differentiation into the cardiac lineage
GSE68323,GSE100608,0.2666666666666666,0.5517241379310345,16,"['C0017262', 'C0035668', 'C0039798', 'C0042444', 'C0087111', 'C0175845', 'C0185117', 'C0242743', 'C0332293', 'C0348005', 'C1522326', 'C1533734', 'C1705169', 'C2911684', 'C3854321', 'C4699379']","RNA expression in primary huamn muscle cells treated with 1,25(OH)2D3 or vehicle",Hepcidin is regulated by promoter-associated histone acetylation and HDAC3Â 
GSE121425,GSE74111,0.2666666666666666,0.4285714285714285,12,"['C0543419', 'C1280500', 'C1301751', 'C1368999', 'C1883559', 'C2348382', 'C4086963', 'C4331207', 'C4527431', 'C4760607', 'C5444688', 'C5555096']",LSD1 pharmacological inhibition in SET-2 containing wild type and mutant LSD1 [RNA-Seq],Transcriptome analysis of mouse embryonic stem cells upon PARP-1 knockout.
GSE61794,GSE89258,0.2666666666666666,0.48,12,"['C0017262', 'C0017263', 'C0162429', 'C0185117', 'C0543419', 'C1160700', 'C1280500', 'C1301751', 'C1368999', 'C1517486', 'C1623416', 'C2348382']",PTEN suppresses neoplastic transformation of human neural stem cells by transcriptional repression of Pax7,Effect of Aire deficiency on peripheral Tgd17 gene expression
GSE62526,GSE68818,0.2666666666666666,1.0,12,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C4086963', 'C4760607', 'C5552813']",Gene expression profiling of melanoma cell lines by high throughput sequencing,"RNA-seq gene expression profiling in resting murine B cells from WT or KMT2D knockout mice, before and after stimulation with LPS, IL4, and anti-CD180"
GSE83635,GSE71873,0.2666666666666666,0.5714285714285714,12,"['C0009932', 'C0017262', 'C0017263', 'C0185117', 'C0243148', 'C0308718', 'C0728976', 'C1160700', 'C1517486', 'C1547100', 'C4086963', 'C4760607']",RNA-seq analysis to identify the genes regulated by p53-SET interplay,Genome-wide analysis of gene expression using in vitro cultured control and Lats1/2 deficient hepatoblasts [RNA-Seq]
GSE98720,GSE63961,0.2666666666666666,0.4285714285714285,12,"['C0002778', 'C0008972', 'C0018017', 'C0557651', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1524024', 'C1571704', 'C1705923', 'C2603343']",RNA-seq Analysis of Tcf1-regulated Genes in Human ESCs,Analysis of wildtype and Csnk2b-deficient Foxp3+ regulatory T cells transcriptomes
GSE98720,GSE94257,0.2666666666666666,0.4285714285714285,12,"['C0002778', 'C0008972', 'C0557651', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1524024', 'C1705923', 'C2603343', 'C4086963', 'C4760607']",RNA-seq Analysis of Tcf1-regulated Genes in Human ESCs,"Next generation sequencing analyses of transcriptomes of 3T3-L1 adipocytes treated with DF, an anti-obesity multi-herbal composition"
GSE102838,GSE88967,0.2666666666666666,0.5333333333333333,8,"['C0017260', 'C0017262', 'C0185117', 'C1511760', 'C1880274', 'C2911684', 'C3854321', 'C4699379']",Patient-derived hiPSC neurons with heterozygous CNTNAP2 deletions display altered neuronal gene expression and network activity,Expression changes following conditional deletion of SMARCA4 (Brg) in mouse embryonic stem cells [RNA-seq]
GSE72502,GSE102443,0.2666666666666666,0.5,8,"['C0205409', 'C0750927', 'C0752248', 'C1548221', 'C1764827', 'C4086963', 'C4706387', 'C4760607']",Healthy donor PBMC RNA-seq with or without interferon-alpha stimulation,Single-cell RNA-Seq of the geniculate ganglion from Mus musculus
GSE79160,GSE54619,0.2666666666666666,0.5333333333333333,8,"['C0002778', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C3178810', 'C4086963', 'C4760607']",RNA-seq analysis of control and podoplanin knockdown lymphatic endothelial cells,RNA-seq analysis of the transcriptomes of Piwi-deficient iPSCs
GSE80829,GSE70391,0.2666666666666666,0.6153846153846154,8,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1449575', 'C1517486', 'C4086963', 'C4760607']",Gene expression profiling of melanoma cell lines by RNASeq,Circadian regulation of gene expression in the SCN (RNA-seq)
GSE84531,GSE101596,0.2666666666666666,0.4444444444444444,8,"['C0017262', 'C0017263', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C1160700', 'C1517486']",RNAseq from disomic and trisomic T cells and monocytes,Transcriptome analysis of fasted mouse livers
GSE85910,GSE63031,0.2666666666666666,0.4444444444444444,8,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1449575', 'C1517486', 'C5552813']",Gene expression profile of TGFbeta treated human coronary smooth muscle cell (HCASM),Transcriptome profiling of brown adipose tissue during cold exposure
GSE90463,GSE89108,0.2666666666666666,0.5,8,"['C0017262', 'C0017263', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C1160700', 'C1517486']",Age-Related Gene Expression Changes in Prostate Cancer Patients [RNA-Seq],Integrative analysis of translatome and transcriptome of adipocytes
GSE48286,GSE95141,0.2666666666666666,0.8,4,"['C0162327', 'C0162801', 'C1294197', 'C4086963']",High-throughput sequencing of PROMPT-enriched samples.,RNA sequencing of striatum tissue from naive Csnk1e knockout mice and wild-type mice
GSE63570,GSE103799,0.2666666666666666,0.4444444444444444,4,"['C1511726', 'C1546437', 'C3245479', 'C3714741']",High-throughput sequencing of pluripotent cells,"PMP22 antisense oligonucleotides reverse clinical, pathological, and molecular features of Charcot-Marie-Tooth disease type 1A"
