human_gse,mouse_gse,jaccard,containment,overlap_count,shared_cuis,human_title,mouse_title
GSE93925,GSE46434,0.28,0.56,14,"['C0004561', 'C0007634', 'C0017262', 'C0023172', 'C0185117', 'C0524983', 'C1511726', 'C1546437', 'C2911684', 'C3245479', 'C3714741', 'C3854321', 'C3899739', 'C4699379']",RNA-Seq data from ZR75-1 cells,Expression data from GFP-labeled c-Kit+ mouse APL cells and normal Lin-Sca-1-c-Kit+ mouse bone marrow cells
GSE94969,GSE58363,0.28,0.5384615384615384,14,"['C0017262', 'C0185117', 'C0205615', 'C0443199', 'C0752248', 'C0876956', 'C1549478', 'C1705242', 'C1882495', 'C2911684', 'C3854321', 'C4554467', 'C4699379', 'C5552712']",Expression analysis of primary human monocytes stimulated with an anti-TLR10 mAb (5C2C5),Differential expression analysis for RNA-seq data between cardiac progenitor and uncommitted cells at day 4.75
GSE102000,GSE90654,0.28,0.5833333333333334,7,"['C0009932', 'C0243148', 'C0308718', 'C0728976', 'C1547100', 'C4086963', 'C4760607']",SERPINA3- a novel keratinocyte differentiation promotor mediates epidermal barrier repair response in psoriatic lesion,RNA-seq analysis of RNA from DBA/2J retinal ganglion cells
GSE102812,GSE81885,0.28,0.5,7,"['C0009932', 'C0243148', 'C0308718', 'C0728976', 'C1547100', 'C4086963', 'C4760607']",RNA-seq of FSHD and control immortalised myoblasts I,Impact of Runx3 deficiency on mature CD8 T cell responses [RNA-seq]
GSE48286,GSE81885,0.28,0.5,7,"['C0009932', 'C0243148', 'C0308718', 'C0728976', 'C1547100', 'C4086963', 'C4760607']",High-throughput sequencing of PROMPT-enriched samples.,Impact of Runx3 deficiency on mature CD8 T cell responses [RNA-seq]
GSE62526,GSE101732,0.28,0.5833333333333334,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Gene expression profiling of melanoma cell lines by high throughput sequencing,RNA-sequencing of Mbd3-null and control haematopoietic stem cell and lymphoid progenitor cell populations
GSE62526,GSE57654,0.28,0.5833333333333334,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Gene expression profiling of melanoma cell lines by high throughput sequencing,Gene expression by RNA_Seq
GSE66553,GSE83218,0.28,0.4375,7,"['C0020792', 'C0205396', 'C1707660', 'C1883559', 'C2986383', 'C4053868', 'C5444688']",Identification of differentially spliced genes by wild type or S34F mutation of U2AF1,Identification of Sin3B regulated genes in HSCs
GSE66719,GSE93339,0.28,0.4666666666666667,7,"['C4086963', 'C4527431', 'C4760607', 'C5205215', 'C5205297', 'C5447528', 'C5555096']",SF3B1 Degron knockdown RNA-seq,Transcriptome analysis of wild-type and Yap-deficient embryonic lungs by RNA-Seq
GSE68395,GSE34550,0.28,0.4666666666666667,7,"['C0002778', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C4086963', 'C4760607']",RNA-seq analysis of gene expression patterns during hESC neural differentiation,Systematic RNA-seq analysis of the early events of CD4+ T cell activation
GSE68395,GSE54619,0.28,0.4666666666666667,7,"['C0002778', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C4086963', 'C4760607']",RNA-seq analysis of gene expression patterns during hESC neural differentiation,RNA-seq analysis of the transcriptomes of Piwi-deficient iPSCs
GSE70959,GSE33921,0.28,0.5833333333333334,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Transcriptome analysis of SF3B1-mutation induced changes in K562 cells,RNA-Seq from two-cell (2C) stage embryos
GSE72501,GSE75453,0.28,0.7,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Ro60-knockout cells,RNA-Seq to compare gene expression to MIRTA tiling arrays
GSE72501,GSE86318,0.28,0.7,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Ro60-knockout cells,Effect of SWELL1 gene deletion on gene expression in adipocytes
GSE72501,GSE89108,0.28,0.7,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Ro60-knockout cells,Integrative analysis of translatome and transcriptome of adipocytes
GSE73718,GSE73932,0.28,0.7777777777777778,7,"['C0205227', 'C0726639', 'C0752248', 'C1101610', 'C1167395', 'C1825598', 'C4049986']",Transcriptome profiling of HEK 293T cells depleted of endogenous miRNAs,Transcriptome profiling of murine lungs after treatment with vector to deplete endogenous miRNAs
GSE77032,GSE59547,0.28,0.4666666666666667,7,"['C0017262', 'C0162327', 'C0185117', 'C2911684', 'C3854321', 'C4086963', 'C4699379']","Total RNA sequencing of HCT116 cells with vitamin C, 5-Aza-CdR and combination treatment compared to untreated cells I",RNA-Seq of regenerating DRG neurons
GSE77034,GSE59547,0.28,0.4666666666666667,7,"['C0017262', 'C0162327', 'C0185117', 'C2911684', 'C3854321', 'C4086963', 'C4699379']","Total RNA sequencing of HCT116 cells with vitamin C, 5-Aza-CdR and combination treatment compared to untreated cells II",RNA-Seq of regenerating DRG neurons
GSE85008,GSE73743,0.28,0.5384615384615384,7,"['C0017262', 'C0162327', 'C0185117', 'C2911684', 'C3854321', 'C4086963', 'C4699379']",mRNA sequencing in acute myeloid leukemia (AML) cells with and without knockdown of FTO,Allelic Series of Huntington's Disease Knock-in Mice Reveals Expression Discorrelates
GSE85008,GSE86083,0.28,0.5384615384615384,7,"['C0017262', 'C0185117', 'C2911684', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",mRNA sequencing in acute myeloid leukemia (AML) cells with and without knockdown of FTO,Polycomb-mediated axial patterning requires nucleosome compaction [RNA-seq]
GSE93620,GSE78965,0.28,0.875,7,"['C0017262', 'C0017263', 'C0185117', 'C0332293', 'C1160700', 'C1517486', 'C1522326']",Gene expression in HT-29-MTX intestinal epithelial cells treated with Ancylostoma ceylanicum hookworm larvae,Differential gene expression analysis of follistain treated skeletal muscle
GSE96714,GSE90654,0.28,0.5833333333333334,7,"['C0009932', 'C0243148', 'C0308718', 'C0728976', 'C1547100', 'C4086963', 'C4760607']",RNA_seq and Ribo_seq analyses of control and Nutlin3a-treated MCF7 cells (20 hrs),RNA-seq analysis of RNA from DBA/2J retinal ganglion cells
GSE100338,GSE94543,0.2790697674418604,0.48,24,"['C0017262', 'C0162327', 'C0162801', 'C0185117', 'C0205409', 'C0456984', 'C0750927', 'C0752248', 'C0917793', 'C0936012', 'C1294197', 'C1449575', 'C1548221', 'C1764827', 'C2911684', 'C2936621', 'C2936622', 'C3244125', 'C3854321', 'C4055498', 'C4086963', 'C4699379', 'C4706387', 'C5552813']","Expression profiling of lncRNAs, miRNAs and mRNAs and their differential expression in leiomyoma using next generation RNA sequencing",Next Generation Sequencing analysis using splenic DCs freshly isolated from Wild Type and TBK1-DKO mice
GSE102718,GSE96818,0.2790697674418604,0.4615384615384615,12,"['C0002778', 'C0008972', 'C0018017', 'C0557651', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1524024', 'C1571704', 'C1705923', 'C2603343']",RNA-seq Analysis of Tfcp2l1ÎCP2-regulated Genes in Human ESCs,Analysis of WT and IRF1-deficient Th9 cell transcriptomes in the presence of IFN-gamma
GSE70665,GSE101334,0.2790697674418604,0.5217391304347826,12,"['C0008972', 'C0017262', 'C0185117', 'C0557651', 'C0947630', 'C1705923', 'C2603343', 'C2911684', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",Integrated Profiling of mRNAs and microRNAs to Identify Potential Biomarkers for Oral Malignant Transformation [mRNA-Seq],Single cell RNA-seq of smooth muscle actin cell in the lung.
GSE71261,GSE92629,0.2790697674418604,0.6,12,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of PBX3 Regulated Transcriptomes,Next Generation Sequencing Facilitates Quantitative Analysis of Piscor (control) and Nap1l1-shRNA expressed neural stem cell Transcriptomes
GSE71261,GSE92720,0.2790697674418604,0.6,12,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of PBX3 Regulated Transcriptomes,Next Generation Sequencing Facilitates Quantitative Analysis of Control and H3.3 Knockdown neural stem cell Transcriptomes
GSE77958,GSE109362,0.2790697674418604,0.631578947368421,12,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Next Generation Sequencing Facilitates Quantitative Analysis of Wild type and RBM3 knockout cortex Transcriptomes during maternal hypothermia
GSE87088,GSE58363,0.2790697674418604,0.4615384615384615,12,"['C0017262', 'C0185117', 'C0205615', 'C0332173', 'C0439228', 'C0439505', 'C1561538', 'C1561539', 'C1705242', 'C2911684', 'C3854321', 'C4699379']",KSRP specifies monocytic and granulocytic differentiation through regulating miR-129 biogenesis and RUNX1 expression,Differential expression analysis for RNA-seq data between cardiac progenitor and uncommitted cells at day 4.75
GSE79051,GSE86199,0.2777777777777778,0.5357142857142857,15,"['C0017262', 'C0017263', 'C0185117', 'C0205160', 'C0752248', 'C1160700', 'C1449575', 'C1513916', 'C1517486', 'C1956267', 'C2825415', 'C2825491', 'C3853545', 'C4055498', 'C5552813']",RNA sequencing analysis of NGFR ablation in both p53-positive and negative non-small-cell lung cancer cell lines,Gene expression profiles of Hes1 positive retinal subsets
GSE103790,GSE59269,0.2777777777777778,0.4545454545454545,10,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024']",Analysis of transcriptional regulation by Myt1 and Myt1l,Transcriptome analysis of WT and ATRX KO Cast x 129 mouse ES cells
GSE105783,GSE80120,0.2777777777777778,0.6666666666666666,10,"['C0008972', 'C0017262', 'C0557651', 'C0947630', 'C1171362', 'C1515670', 'C1705923', 'C2603343', 'C5237010', 'C5444885']",Transcriptional change of HTR8/Svneo cells over expressed with PLAC8-EGFP,Cell-specific gene expression profiling of warm-sensitive neurons
GSE38677,GSE84526,0.2777777777777778,0.625,10,"['C0017262', 'C0017263', 'C0185117', 'C0205307', 'C1160700', 'C1517486', 'C1550457', 'C1550469', 'C1551394', 'C1553386']",Mapping of Transcription Start Sites of Normal and Cancerous Prostate Cells,RNAseq from Dp16 and control mice
GSE54136,GSE89258,0.2777777777777778,0.4761904761904761,10,"['C0017262', 'C0017263', 'C0185117', 'C0543419', 'C1160700', 'C1280500', 'C1301751', 'C1368999', 'C1517486', 'C2348382']",Transcriptome profiling of untreated and doxycycline-treated HeLa/TO-SmN,Effect of Aire deficiency on peripheral Tgd17 gene expression
GSE55259,GSE102808,0.2777777777777778,0.4761904761904761,10,"['C0017262', 'C0017263', 'C0185117', 'C0205396', 'C0370079', 'C0552545', 'C1160700', 'C1517486', 'C1550043', 'C5236074']",RNA-seq  from paired human CRC/control mucosa samples,Analyzing differential gene expression pattern upon BRUCE knockdown in full medium and starvation conditions
GSE56788,GSE72207,0.2777777777777778,0.5263157894736842,10,"['C0017337', 'C0079429', 'C0205396', 'C0370079', 'C0552545', 'C1417679', 'C1550043', 'C4086963', 'C4760607', 'C5236074']",RNA-seq analysis of vorinostat-resistant HCT116 cells following gene knockdown of potential vorinostat-resistance candidate genes,RNA-seq of Chd7 wild type and mutant granule neuron progenitors
GSE63733,GSE69374,0.2777777777777778,0.5263157894736842,10,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1519249', 'C3853789', 'C3898448']",RNA-seq data from six cell types for cell type phylogenetics,Transcriptional profiling of BXD dorsal root ganglia
GSE63733,GSE70904,0.2777777777777778,0.5263157894736842,10,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1519249', 'C3853789', 'C3898448']",RNA-seq data from six cell types for cell type phylogenetics,Eed inactivation in Cdkn2a-null MLL-AF9 transformed cells
GSE66553,GSE47089,0.2777777777777778,0.625,10,"['C0020792', 'C0205396', 'C1707660', 'C1883559', 'C2986383', 'C4053868', 'C4331207', 'C4527431', 'C5444688', 'C5555096']",Identification of differentially spliced genes by wild type or S34F mutation of U2AF1,Identification of Oct4-dependent genes in vivo
GSE69333,GSE66066,0.2777777777777778,0.4761904761904761,10,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C5552813']",TET-catalyzed 5-hydroxymethylcytosine regulates gene expression in differentiating colonocytes and colon cancer,mRNA sequencing of the global effect of SET1A on gene expression in mouse ES cells
GSE71208,GSE77476,0.2777777777777778,0.6666666666666666,10,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024']",Messenger RNA profile analysis deciphers new Esrrb responsive genes in prostate cancer cells,Genome-wide analysis of gene expression of IWR1/Y27632-maintained epiblast stem cells (EpiSCs)
GSE74270,GSE77862,0.2777777777777778,0.5555555555555556,10,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1511726', 'C1517486', 'C1546437', 'C3245479', 'C3714741', 'C4086963']","RNA sequencing of Formalin-Fixed, Paraffin-Embedded Specimens for Gene Expression Quantification and Data Mining",RNA-seq data from livers of 6 month old Akt1F/F;Akt2-/- versus Akt1F/F;Akt2-/-;Alb-Cre mice
GSE76487,GSE67291,0.2777777777777778,0.4347826086956521,10,"['C0009932', 'C0017262', 'C0017263', 'C0185117', 'C0243148', 'C0308718', 'C0728976', 'C1160700', 'C1517486', 'C1547100']",MBNL1-dependent modulation of gene expression in MDA-MB-231 breast cancer cells,H3K4me2 and gene expression profiling in control and KMT2D KD murine B220 cells
GSE78527,GSE101092,0.2777777777777778,0.4545454545454545,10,"['C0017262', 'C0017263', 'C0162327', 'C0162801', 'C0185117', 'C0917793', 'C1160700', 'C1294197', 'C1517486', 'C4086963']",RNA sequencing of siSNRNP40 in breast cancer cells,RNA Sequencing looking at differential gene expression between p65+/+ and p65-/-  mouse embryonic fibroblasts (MEFs)
GSE78527,GSE98778,0.2777777777777778,0.4545454545454545,10,"['C0017262', 'C0017263', 'C0162327', 'C0162801', 'C0185117', 'C0917793', 'C1160700', 'C1294197', 'C1517486', 'C4086963']",RNA sequencing of siSNRNP40 in breast cancer cells,Signatures of positive selection in germinal center B cells
GSE81687,GSE72293,0.2777777777777778,0.5555555555555556,10,"['C0011435', 'C0017262', 'C0017263', 'C0028877', 'C0185117', 'C0243107', 'C0678723', 'C1160700', 'C1517486', 'C1527148']",Targeting Taxane-Platin Resistant Lung Cancers with JumonjiC Lysine Demethylase Inhibitors (RNA-Seq),Gene expression in the developing murine utricle
GSE85910,GSE86199,0.2777777777777778,0.5555555555555556,10,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1449575', 'C1517486', 'C1956267', 'C4055498', 'C5552813']",Gene expression profile of TGFbeta treated human coronary smooth muscle cell (HCASM),Gene expression profiles of Hes1 positive retinal subsets
GSE87581,GSE81842,0.2777777777777778,0.4761904761904761,10,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024']",RNA-seq in endometrial stromal tumors,Genome-wide comparison of gene expression level between leukemia stem cells in different tissues
GSE91087,GSE101712,0.2777777777777778,0.5882352941176471,10,"['C0009932', 'C0017262', 'C0017263', 'C0185117', 'C0243148', 'C0308718', 'C0728976', 'C1160700', 'C1517486', 'C1547100']",Comparing gene expression in iPSC derived RPE from control and AMD donors,Single cell RNA-sequencing of Mbd3-null and control lymphoid progenitor cells
GSE94053,GSE72293,0.2777777777777778,0.5555555555555556,10,"['C0011435', 'C0017262', 'C0017263', 'C0028877', 'C0185117', 'C0243107', 'C0678723', 'C1160700', 'C1517486', 'C1527148']",A sister of NANOG regulates genes expressed in pre-implantation human development,Gene expression in the developing murine utricle
GSE108072,GSE84302,0.2777777777777778,0.8333333333333334,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Global transcriptomic analysis of human pancreatic islets [RNAseq],RNA sequencing to identify common targets for GSK3
GSE30222,GSE90516,0.2777777777777778,0.625,5,"['C0007600', 'C0022827', 'C1512140', 'C4086963', 'C4760607']",RNA-seq of brain and various cell lines,RNA-Seq of mESCs based on sex chromosome complement
GSE37001,GSE82076,0.2777777777777778,0.5555555555555556,5,"['C0031843', 'C0542341', 'C0700205', 'C1315032', 'C1705273']",METTL3 KD in HepG2 cells,"An NF-ÎºB-dependent, lineage-specific transcriptional program regulates Treg identity and function [RNA-seq]"
GSE49642,GSE79487,0.2777777777777778,0.7142857142857143,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Leucegene: AML sequencing (part 1),RNA sequencing of E11.5 Control and Prmt5cKO forelimbs
GSE52656,GSE79487,0.2777777777777778,0.7142857142857143,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Leucegene: AML sequencing (part 2),RNA sequencing of E11.5 Control and Prmt5cKO forelimbs
GSE59819,GSE83841,0.2777777777777778,0.5,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Ribosome profiling and RNA sequencing of U2OS cells overexpressing myc,Analyses of IL-17-producing CD8 T cells
GSE62190,GSE79487,0.2777777777777778,0.7142857142857143,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Leucegene: AML sequencing (part 3),RNA sequencing of E11.5 Control and Prmt5cKO forelimbs
GSE62526,GSE116177,0.2777777777777778,0.4545454545454545,5,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486']",Gene expression profiling of melanoma cell lines by high throughput sequencing,Haemopedia: Mouse Haematopoietic Gene Expression
GSE62563,GSE42704,0.2777777777777778,0.8333333333333334,5,"['C0205177', 'C0679217', 'C0718247', 'C1553875', 'C1561507']",Neuronal activity promotes glioma growth,The Aurora B kinase and the polycomb protein Ring1B combine to regulate active promoters in quiescent lymphocytes [RNA-Seq]
