gse_1,gse_2,jaccard,containment,overlap_count,shared_cuis,title_1,title_2,comparison
GSE78705,GSE66965,0.2647058823529412,0.4615384615384615,18,"['C0002778', 'C0017262', 'C0017263', 'C0035668', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1516695', 'C1516698', 'C1517486', 'C1523987', 'C1524024', 'C2936621', 'C2936622', 'C3178810', 'C4330825']",Next Generation Sequencing Analysis of control and SRSF2-/- Huh7 cells Transcriptomes,Next Generation Sequencing Analysis of Wild Type and SRSF10-/- embryonic day 13.5 heart Transcriptomes,human_mouse
GSE101638,GSE97381,0.2647058823529412,0.45,9,"['C0086418', 'C0205409', 'C0750927', 'C1548221', 'C1764827', 'C4086963', 'C4318409', 'C4706387', 'C4760607']",RNA-seq from human meningioma samples,Functional Characterization of Human Pluripotent Stem Cell-derived Arterial Endothelial Cells,human_mouse
GSE103307,GSE86949,0.2647058823529412,0.4285714285714285,9,"['C0008972', 'C0018017', 'C0557651', 'C0596988', 'C0678941', 'C0947630', 'C1571704', 'C1705923', 'C2603343']",Role of FGFR1 in neuronal devlopment,RNAseq data from mouse beta-cells expressing mutant (GCK Y214C) versus wild-type Glucokinase,human_mouse
GSE42212,GSE92263,0.2647058823529412,0.45,9,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882']",Quantitative analysis of proliferative and Ras-induced senescent human primary fibroblasts transcriptomes,Mechanisms of Myelocytic Nitric Oxide Synthases Against Hypoxia-Induced Pulmonary Hypertension,human_mouse
GSE57561,GSE46434,0.2647058823529412,0.5,9,"['C0004561', 'C0007634', 'C0023172', 'C0524983', 'C1511726', 'C1546437', 'C3245479', 'C3714741', 'C3899739']",RNA expression profiling of human mPB or CB-derived CD34+ cells treated with UM171 at different doses,Expression data from GFP-labeled c-Kit+ mouse APL cells and normal Lin-Sca-1-c-Kit+ mouse bone marrow cells,human_mouse
GSE58640,GSE97321,0.2647058823529412,0.4285714285714285,9,"['C0002778', 'C0040649', 'C0162493', 'C0872262', 'C0920317', 'C0936012', 'C1158770', 'C1524024', 'C4086963']",Analysis and expansion of the eosinophilic esophagitis transcriptome by RNA sequencing,Ultraconserved Enhancers Are Required for Normal Development [RNA-seq],human_mouse
GSE70785,GSE46434,0.2647058823529412,0.5,9,"['C0017262', 'C0185117', 'C1511726', 'C1546437', 'C2911684', 'C3245479', 'C3714741', 'C3854321', 'C4699379']",Differentially Expressed Pseudogenes in HIV-1 Infection,Expression data from GFP-labeled c-Kit+ mouse APL cells and normal Lin-Sca-1-c-Kit+ mouse bone marrow cells,human_mouse
GSE74270,GSE66066,0.2647058823529412,0.5,9,"['C0017262', 'C0017263', 'C0162327', 'C0162801', 'C0185117', 'C1160700', 'C1294197', 'C1517486', 'C4086963']","RNA sequencing of Formalin-Fixed, Paraffin-Embedded Specimens for Gene Expression Quantification and Data Mining",mRNA sequencing of the global effect of SET1A on gene expression in mouse ES cells,human_mouse
GSE77958,GSE69556,0.2647058823529412,0.4736842105263157,9,"['C0008972', 'C0557651', 'C0752248', 'C0947630', 'C1705923', 'C2603343', 'C2936621', 'C2936622', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Next Generation Sequencing of PKD2 mutant mice kidneys,human_mouse
GSE85159,GSE96889,0.2647058823529412,0.45,9,"['C0726639', 'C0752248', 'C0871261', 'C1704632', 'C1706817', 'C1825598', 'C2911692', 'C3844738', 'C4049986']",Transciptome profiling of NoDice and RNaseIII null cells prior to and after virus infection,Transcriptome profiling of primary murine fibroblast response to IFNB with or without prior Drosha depletion,human_mouse
GSE98720,GSE46730,0.2647058823529412,0.6428571428571429,9,"['C0008972', 'C0557651', 'C0596508', 'C0936012', 'C0947630', 'C1705923', 'C2603343', 'C4086963', 'C4760607']",RNA-seq Analysis of Tcf1-regulated Genes in Human ESCs,Transcriptome Analysis of LincRNA TUNA Knockdown in Mouse Embryonic Stem Cells,human_mouse
GSE80988,GSE65924,0.264367816091954,0.4693877551020408,23,"['C0004561', 'C0007634', 'C0008046', 'C0013935', 'C0017262', 'C0023172', 'C0036563', 'C0181734', 'C0181740', 'C0205396', 'C0370079', 'C0524983', 'C0552545', 'C0868971', 'C1511726', 'C1546437', 'C1550043', 'C2745888', 'C3245479', 'C3714741', 'C3899739', 'C5236074', 'C5445211']","mRNA expression data from human parthenogenetic haploid ESCs (hPGES), normal ESCs (H9) and human fibroblast",Stereo-sequencing: 3D Transcriptome of the mouse embryo at gastrulation,human_mouse
GSE92772,GSE97195,0.264367816091954,0.4791666666666667,23,"['C0002778', 'C0017262', 'C0162801', 'C0185117', 'C0205409', 'C0332281', 'C0750927', 'C0872262', 'C0920317', 'C0936012', 'C1294197', 'C1511726', 'C1524024', 'C1546437', 'C1548221', 'C1764827', 'C2911684', 'C3245479', 'C3714741', 'C3854321', 'C4086963', 'C4699379', 'C4706387']",RNA sequencing data of whole blood cells of normal glucose tolerant (NGT) and gestational diabetes (GDM) pregnant women,Deep sequencing and high-throughput analysis of PIWI-associated small RNAs,human_mouse
GSE55296,GSE96818,0.2641509433962264,0.4827586206896552,14,"['C0002778', 'C0008972', 'C0018017', 'C0557651', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1524024', 'C1571704', 'C1705923', 'C1707455', 'C2603343', 'C3178810']",RNA-seq analysis of human heart failure,Analysis of WT and IRF1-deficient Th9 cell transcriptomes in the presence of IFN-gamma,human_mouse
GSE84773,GSE89196,0.2641509433962264,0.5384615384615384,14,"['C0002778', 'C0017262', 'C0017337', 'C0079429', 'C0185117', 'C0752248', 'C0872262', 'C0920317', 'C0936012', 'C1417679', 'C1524024', 'C2911684', 'C3854321', 'C4699379']",Integrative analysis of DNA methylation and expression during EPC differentiation_mRNA-Seq,Analysis of genes differencially expressed depending on Myc expression,human_mouse
GSE92772,GSE57959,0.2641509433962264,0.7368421052631579,14,"['C0017262', 'C0162327', 'C0162801', 'C0185117', 'C0917793', 'C1294197', 'C1511726', 'C1546437', 'C2911684', 'C3245479', 'C3714741', 'C3854321', 'C4086963', 'C4699379']",RNA sequencing data of whole blood cells of normal glucose tolerant (NGT) and gestational diabetes (GDM) pregnant women,Comparison of expression data of  2 & 4- months old  CRYAAN101D versus CRYAAWT lenses,human_mouse
GSE36952,GSE74583,0.264,0.4647887323943662,33,"['C0008972', 'C0017260', 'C0018017', 'C0040649', 'C0162801', 'C0441889', 'C0456079', 'C0557651', 'C0597298', 'C0599161', 'C0681836', 'C0936012', 'C0947630', 'C1136156', 'C1294197', 'C1519595', 'C1519941', 'C1537811', 'C1546459', 'C1547707', 'C1561491', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2936624', 'C2979882', 'C4086963', 'C4723641', 'C4760607', 'C5551416', 'C5551417']",Transcriptome wide analysis of  classically  and alternatively activated macrophages,Next Generation Sequencing Investigation of altered transcripts in presence of dominant-negative transcription factor,human_mouse
GSE77466,GSE97062,0.2639593908629442,0.5777777777777777,52,"['C0002778', 'C0008630', 'C0008972', 'C0010992', 'C0012737', 'C0017262', 'C0017337', 'C0018017', 'C0025663', 'C0025664', 'C0079429', 'C0162801', 'C0171406', 'C0185117', 'C0205396', 'C0333288', 'C0370079', 'C0439855', 'C0449851', 'C0552545', 'C0557651', 'C0752248', 'C0814926', 'C0871511', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1294197', 'C1417679', 'C1513400', 'C1522740', 'C1524024', 'C1550043', 'C1561491', 'C1704241', 'C1705923', 'C1710679', 'C1880022', 'C1881045', 'C2245017', 'C2603343', 'C2936624', 'C3640979', 'C3714634', 'C3858752', 'C4086963', 'C4723641', 'C4760607', 'C5236074', 'C5552813', 'C5667317']",A comparison of gene expression between lesional and non-lesional derived keratinocytes of Hailey-Hailey disease patients.,Next Generation Sequencing Facilitates The Study of the Effect of ABX464 in Intestinal Inflammation,human_mouse
GSE103650,GSE83506,0.2638888888888889,0.4871794871794871,19,"['C0004561', 'C0007634', 'C0017337', 'C0023172', 'C0039798', 'C0040649', 'C0079429', 'C0087111', 'C0162493', 'C0524983', 'C0752248', 'C1158770', 'C1417679', 'C1522326', 'C1533734', 'C1705169', 'C3899739', 'C4086963', 'C4760607']",RNA-seq analysis of FET cells treated with RSPO1 or TGFÎ²1,Ezh2 Inhibition is Bone-anabolic and Osteoprotective in Skeletally Mature Mice,human_mouse
GSE50580,GSE49844,0.2637362637362637,0.4897959183673469,24,"['C0004793', 'C0006675', 'C0006754', 'C0006826', 'C0007634', 'C0017272', 'C0023621', 'C0023622', 'C0023625', 'C0034754', 'C0035668', 'C0050385', 'C0162326', 'C0162327', 'C0205166', 'C0205409', 'C0221097', 'C0872147', 'C1444754', 'C1519249', 'C1706316', 'C1708639', 'C2314861', 'C3853789']",Binding motif analysis of METTL3ï¼WTAP in METTL3ï¼WTAP overexpressed Human 293T cells,Transcriptomics analysis of gene expression in normal and Smg6 deficient mouse ES cells,human_mouse
GSE71960,GSE87315,0.2631578947368421,0.4411764705882353,15,"['C0017262', 'C0018017', 'C0020792', 'C0162327', 'C0162801', 'C0185117', 'C0205396', 'C0917793', 'C1294197', 'C1332838', 'C1571704', 'C2911684', 'C3854321', 'C4086963', 'C4699379']",Research resource: global identification of estrogen receptor Î² target genes in triple negative breast cancer cells,Identification of PU. 1 target genes in mouse developing pro-B cells,human_mouse
GSE75215,GSE89313,0.2631578947368421,0.4545454545454545,15,"['C0009932', 'C0017262', 'C0040649', 'C0162327', 'C0162493', 'C0185117', 'C0243148', 'C0308718', 'C0728976', 'C1158770', 'C1547100', 'C2911684', 'C3854321', 'C4086963', 'C4699379']",RNA deep sequencing to compare genome-wide differences between PRMT5/knockdown and control AML cells,Tet-dependent transcriptional programs during early embryogenesis,human_mouse
GSE92723,GSE63961,0.2631578947368421,0.5357142857142857,15,"['C0008972', 'C0018017', 'C0040649', 'C0162493', 'C0557651', 'C0947630', 'C1158770', 'C1705923', 'C1707455', 'C1883559', 'C2603343', 'C5205215', 'C5444688', 'C5447528', 'C5555096']",Transcriptome analysis for KDM6A mutated urothelial bladder carcinoma and EZH2 inhibitor treated KDM6A mutated urothelial bladder carcinoma,Analysis of wildtype and Csnk2b-deficient Foxp3+ regulatory T cells transcriptomes,human_mouse
GSE95820,GSE75580,0.2631578947368421,0.5,15,"['C0002793', 'C0004561', 'C0007589', 'C0007634', 'C0023172', 'C0524983', 'C0752248', 'C1159442', 'C1449575', 'C1511938', 'C1956267', 'C2945687', 'C3899739', 'C4055498', 'C5552813']",Gene expression profiles of activin-A-induced human Tr1-like regulatory T cells and T conventional cells.,Effect of loss of Jmjd1c on Hoxa9/Meis1 leukemia,human_mouse
GSE103790,GSE102827,0.2631578947368421,0.4166666666666667,10,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024']",Analysis of transcriptional regulation by Myt1 and Myt1l,Single-Cell Analysis of Sensory Experience Regulated Gene Expression in Mouse Visual Cortex,human_mouse
GSE105783,GSE50068,0.2631578947368421,0.6666666666666666,10,"['C0008972', 'C0017262', 'C0557651', 'C0947630', 'C1171362', 'C1515670', 'C1705923', 'C2603343', 'C5237010', 'C5444885']",Transcriptional change of HTR8/Svneo cells over expressed with PLAC8-EGFP,MiR-21 is targeted by STAT5 but dispensable for mammary gland development,human_mouse
GSE106917,GSE64428,0.2631578947368421,0.5,10,"['C0017262', 'C0017337', 'C0079429', 'C0185117', 'C0752248', 'C1417679', 'C1449575', 'C2911684', 'C3854321', 'C4699379']",The impact of lncRNA LAST knockdown on gene expression profile in HCT116 cells,Expression profiling of miR-294 and Mbd2 siRNA transfected Dgcr8-/- mESCs by high throughput sequencing,human_mouse
GSE119587,GSE77476,0.2631578947368421,0.6666666666666666,10,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024']",Effects of Polybrominated Diphenyl Ether (PBDE) Mixture on estrogen receptor positive (ER+) patient-derived tumor xenograft (PDX) model,Genome-wide analysis of gene expression of IWR1/Y27632-maintained epiblast stem cells (EpiSCs),human_mouse
GSE42212,GSE93947,0.2631578947368421,0.4347826086956521,10,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C1707455', 'C2603343', 'C2930505', 'C2979882']",Quantitative analysis of proliferative and Ras-induced senescent human primary fibroblasts transcriptomes,Oncogenic PIK3CA(H1047R) and CTNNB1(stab) in intestinal organoids,human_mouse
GSE54136,GSE73803,0.2631578947368421,0.4761904761904761,10,"['C0017262', 'C0017263', 'C0185117', 'C0543419', 'C1160700', 'C1280500', 'C1301751', 'C1368999', 'C1517486', 'C2348382']",Transcriptome profiling of untreated and doxycycline-treated HeLa/TO-SmN,Effect of LSD1 depletion on gene expression in oocytes,human_mouse
GSE62526,GSE56786,0.2631578947368421,0.8333333333333334,10,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C5552813']",Gene expression profiling of melanoma cell lines by high throughput sequencing,Gene expression profiling of small intestinal eosinophils of BALB/c mice after stimulation with GM-CSF,human_mouse
GSE63733,GSE63404,0.2631578947368421,0.4761904761904761,10,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1519249', 'C3853789', 'C3898448']",RNA-seq data from six cell types for cell type phylogenetics,U2AF35(S34F) Promotes Transformation by Directing Aberrant ATG7 Pre-mRNA 3â End Formation,human_mouse
GSE63840,GSE45909,0.2631578947368421,0.4347826086956521,10,"['C0008972', 'C0026661', 'C0035696', 'C0557651', 'C0887945', 'C0887955', 'C0947630', 'C1705923', 'C2603343', 'C3898448']",RNA profiling of PDX1+ pancreatic progenitors before or after co-culture with different types of cells,Transcriptome analysis of mouse embryonic stem cells treated with MS-275,human_mouse
GSE63840,GSE96627,0.2631578947368421,0.4347826086956521,10,"['C0008972', 'C0017262', 'C0017263', 'C0185117', 'C0557651', 'C0947630', 'C1160700', 'C1517486', 'C1705923', 'C2603343']",RNA profiling of PDX1+ pancreatic progenitors before or after co-culture with different types of cells,Transcriptomic response to 24-hour food deprivation in four hypothalamic nuclei,human_mouse
GSE64642,GSE86318,0.2631578947368421,0.4545454545454545,10,"['C0017262', 'C0017263', 'C0185117', 'C0543419', 'C1160700', 'C1280500', 'C1301751', 'C1368999', 'C1517486', 'C2348382']",SIRT6 regulates redox homeostasis in human mesenchymal stem cells by the transactivation of NRF2,Effect of SWELL1 gene deletion on gene expression in adipocytes,human_mouse
GSE65655,GSE74111,0.2631578947368421,0.5263157894736842,10,"['C0206745', 'C0543419', 'C0599772', 'C0752248', 'C1280500', 'C1301751', 'C1368999', 'C1522225', 'C2348382', 'C5552813']",The effect of HOXB13 CRISPR knockout on the transcriptome in G401 cells,Transcriptome analysis of mouse embryonic stem cells upon PARP-1 knockout.,human_mouse
GSE70330,GSE97381,0.2631578947368421,0.4347826086956521,10,"['C0014257', 'C0205409', 'C0225336', 'C0750927', 'C0887909', 'C1548221', 'C1764827', 'C4086963', 'C4706387', 'C4760607']",ncRNA (non-coding RNA) signature in endothelial cells during hypoxia [RNA-seq],Functional Characterization of Human Pluripotent Stem Cell-derived Arterial Endothelial Cells,human_mouse
GSE70785,GSE107115,0.2631578947368421,0.5555555555555556,10,"['C0017262', 'C0185117', 'C1511726', 'C1546437', 'C2911684', 'C3178810', 'C3245479', 'C3714741', 'C3854321', 'C4699379']",Differentially Expressed Pseudogenes in HIV-1 Infection,Subcellular genomics shows pervasive within-mitochondrion single nucleotide variant heteroplasmy as revealed by single mitochondrion sequencing,human_mouse
GSE70959,GSE74746,0.2631578947368421,0.5,10,"['C0017262', 'C0017263', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Transcriptome analysis of SF3B1-mutation induced changes in K562 cells,Changes in gene expression and RNA editing in Adar2-WT and Adar2-KO Mouse embryonic Fibroblasts (MEFs),human_mouse
GSE71208,GSE83624,0.2631578947368421,0.5882352941176471,10,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024']",Messenger RNA profile analysis deciphers new Esrrb responsive genes in prostate cancer cells,Analysis of kidney macrophages' gene expression at steady state,human_mouse
GSE71208,GSE98232,0.2631578947368421,0.5882352941176471,10,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024']",Messenger RNA profile analysis deciphers new Esrrb responsive genes in prostate cancer cells,Analysis of gene expression in the distal forelimbs in 2.4Mb inversion adjacent to the HoxD cluster,human_mouse
GSE74031,GSE106913,0.2631578947368421,0.5882352941176471,10,"['C0004561', 'C0007634', 'C0023172', 'C0524983', 'C0752248', 'C1449575', 'C1956267', 'C3899739', 'C4055498', 'C5552813']",Genes regulated by dimethyl-2-ketoglutarate (DKG) in breast cancer cells,Gene expression profiling of mouse macrophages following long noncoding RNA Malat1 knockdown,human_mouse
GSE76682,GSE57959,0.2631578947368421,0.5263157894736842,10,"['C0017262', 'C0185117', 'C1511726', 'C1546437', 'C2911684', 'C3245479', 'C3714741', 'C3854321', 'C4086963', 'C4699379']",RNA-seq expression data from EB-HSPC after AM580 treatment compated to DMSO-trated and FL-HSPCs,Comparison of expression data of  2 & 4- months old  CRYAAN101D versus CRYAAWT lenses,human_mouse
GSE80297,GSE79416,0.2631578947368421,0.5555555555555556,10,"['C0017262', 'C0026661', 'C0035696', 'C0040649', 'C0887945', 'C0887955', 'C1513400', 'C1515670', 'C3898448', 'C5552813']",mRNA expression of breast cancer cell lines across different densities [SCRB-Seq],Altered expression profile of long non-coding RNA and mRNA in mice cortex around bleeding areas after subarachnoid hemorrhage,human_mouse
GSE81687,GSE101596,0.2631578947368421,0.5,10,"['C0017262', 'C0017263', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Targeting Taxane-Platin Resistant Lung Cancers with JumonjiC Lysine Demethylase Inhibitors (RNA-Seq),Transcriptome analysis of fasted mouse livers,human_mouse
